"recipient","value"
"1CG82h11ugiR4CNqDoRcSSMgzMzjVYDnLk",168066
"17xyNpXt6A4Bbjf2Dj4u3dQCTkd1sFzeVk",404081
"3E5yGjpWKVfXdk49bpKjS8hgs75FcTHgSC",22969
"3E5yGjpWKVfXdk49bpKjS8hgs75FcTHgSC",18979
"1Lv6CNFSM87RXmoCJnmLY4Zb5rD8bnpJWa",2107
"1CjeRtWqAeruyP6EAvwRiYkZzF1hUpDrah",316000
"1oWucJztvmyRBHPPqdW3LQ4jBhiCj8RFT",6963
"1NzDRo8NL36mfuP7p7YnqHT6Z3bKAuxaZd",30000
"13Bjr4W15uxTcBZMBzYvnVELffB3vuFbmD",3000
"1LS5mPgjeo4VRh9KJMNmwLPcTUKDdEM8s2",2248820
"1G5EHr1mki6euzWNa2mmUtkhycCAkYdRhB",34000
"3FUYnuPLnCHg71sqMJ11GQffqYk9FF5fdv",50000000
"1DFh9JrLgp1MF6qvqHC5hikYTUeqpiy2ed",241081844
"3LqcwxguGtGU5qv6AuJ4BUWwsh831ARP1d",499979282
"1QFLkNG3TzJ1nc5f3SnTQcwYLJqVeaV8g",48800000
"1JAxPrdC9KS33FXqmBzvkWR7EPZjKiouj",1468
"1H2eBSTiSSygqu9CenRur4dbi4sv3FHRTa",30000
"1Hhemb8RJA33qCGs5T5iupjZTE5mQn6pab",19000
"3CyqrGrcRMaYnYSAfYsSvWQUBErg6mkH3C",150000000
"1JkDdoEEqkEgiuPLggbdd9GXksizDkkr2W",2346
"1BKUDhucJnW6Yk4NrFUWW23WXm1VuBKfPF",1532
"1CqyybJronJ2A3HnEgHMgYd5m1c2Nvw4an",1198
"18vAhoDyuXjAdNbGkf3VNUgHQQP3wLsB2G",9000
"126MWUXyPvkXsgCqH8PCSGUkxYbfjYYMeq",242820
"17CE3v2np6yP6GChwKTdXo35Wi6GcYskjj",290884
"1MkeLPSu4AzKP2TvgpXSgJN6sfpsh3U3qv",728610
"16ZEC28HoT6hUDLRHSMVXczBGYhg2Umc48",1285
"1G6svp9BKFZLzU9QNAnFf4JJikxPh17Y3G",2832258
"1NXLrjtnKvrbegxegqZnHrfRD7ASULeRu6",1000000
"3GC22Bx5zL4xXJkKf2XSLTEmPRFxZZKVhL",59002544
"38UL27d89zpZY4AqUn9ptzZREjpBA72MHc",7000000
"39QfGdhPFFEtAcApETcd16Zio3DWv7xBix",4994993190
"182Ptvyx4rvzH9vo4PjFRwHKVReRyGtnb1",41330
"16Y7jxviXeKNb9n7VeLb12aP1QeRKRLoFj",237770290
"1Cna3z2djvfTZJiaadzJ4cDwdZX1mAUMf8",2940
"1Q4EH665XS9CuG66HjnRRV8i3TYHW3Dphe",3000
"18nrgGyxyeDyXSYx1uNfZjRz2vLVtWWKXU",719298382
"1Eoshbdkrud2NjSXqjybCDhvi45y4QFFC3",1737
"1PTx3kgqBvy7jnwVRG4VSnrTLsqugi3CrC",600
"1GbsFACbmFjeieWrDb3xJuZ5YCCEpHzXYH",50000
"1LzmrMPXzBPhYmqEU2TK8tyqkPbRPAFGWS",12570
"1EV7uim5jda6dTfUYxfHxaMb2LQzSxaaXA",1300
"1FtHZFcg5kULhfYHvo6v6VgVML8LaCJrbE",47683
"19NgPYA1fgckWAKxGjVtoSGEcwyH54LHYS",100000
"1248KKFWMpRc5ycZUN8DUX7CFLqHq5LATc",24272
"1DVHFWf8rpisRwSWCTAqhfZ5hkWHuanfyp",14999
"1HRBkwBfG38CkfPhhgtL4MDB4GJ9BKUxDe",2064
"15vEUXzswgBAERfwzEroHQNqsYwc3uy7FL",600
"12xnNgR7xby4GW5AyGNrUmLQP6aD332Ls6",2647
"189skYfA8C2oK8bd8k7M4UyRc9gTS3qhp6",12212
"1PaWf5vy9pcHmfv7H2QiemEDQWK6xV47VH",18870
"1Q3ZP1BypbaHwB1RZFNrpth3NvKgUcNysf",4653
"16ceYFoBiK6ZDbEPaQ3zZGASecUd37kf6X",71826
"1F1nJP32QgtsmcptYUS2Uyf3ThyZ7i1jeQ",82720
"16RJYZ99j8gyrx4SxwfWRcNYJrfcPpACMK",625946
"1P5mGTiaDfo7TCHMikBYdXCski91MHohbQ",600
"12Xdv77oU98grL5HjswkSP26zxpq2jVMEc",960400
"1Hx9uagvXtqejA7RgFMJRuWFcbB3tQdmTc",1158
"1HD7bFqieAXw1syvKipBrmtn8KnqzXnVdi",23336
"1LavYj76hNBzQ2FDD7qCvj75qydYQZvEES",600
"1Jzf638Wg1GovfZa94FmdrS8UUXABqNywd",600
"1Acx73dAnKofA5ZM1E4Hgj7aPfA8bjgnbE",215718
"18ypQCWuK8xcsUz5jyiwvsohHcTWaXvXgh",84000
"13d6gQ5T16yveEFTo2hp3uWAEAS5PS6cPG",7740
"1PyEz535Hr69SwQCD55LLvbC8m8zZWdDyS",14083
"1Fakz68YFmcZMEkvUs6HxoL9tCtojrgFGg",100000
"1NYaC7swwAbViEFY4dfATAUMGarC5Bjcpy",100000
"14Ky4qr4pQ7Djx1eRQeYpu9xGwBUD2F56r",16710
"122PqMKc15Fiot8JmFNgbKZpNhLGNCnG3A",600
"117n98MRg3vbJDxTYmRfn3wHUNrszSQxr",197740
"1P48n94ysNiGXtbxudwS8ok5puTa1Lp7EN",97740
"19pEj3HrKsmc1877dLJjvxiRTsiMUoEj82",100000
"16c8kW7Zgj8giBVn2QS7qPgLNoQYugwdLj",1000000
"19EbCyB1Gb3w6xyVwc5p6sj6siEGxH41aT",6954
"1MNNouugDkcA6otTdBBA91k8MBeuWuUiXU",48068
"1NZSSRMhL5C6BepvmWMRFFZxm9pD7pzyLj",4355
"1BjP5Z9DWXqZoLRgNJt4q9gBD2vXHsEHnw",3839200
"1GazpztqfKqsMHPMGqbPDvydcfjo2isRc6",5250344
"1H4zT49WtHVBc5qDvBvmiXErRrGH28EY39",2968119
"1MMu1PN5sbc2TEenxPnD2HpGEHz9QtBgJ",43440
"187KV8uqXDdZ2gZYY8kN94uZkR3iedPmGB",1466
"1NpNKuAWe1wZghbDta3KdotZDVe25BrBdJ",500000
"1M7ANiHaF7ghGjAZo3C4HfCLtHdnWy882z",39060
"17cVVzLLgM9DxpgBy33eX6JyaJELzufjo6",6348
"16htDwBY1n5j9d5jQdA6wPpqvnGZD1ny1G",7000
"1DyD4TtASKsH6B7M7Wo13bdeRuW61TkDM",671755
"1PVhdGBkbUfWxFArqmYRSRfihqtWxHK1Ak",559
"3Fo5t5FYgMW82oFDukE5rd4uAWmEmYLqik",100000
"1BopD2vyPhGYKze4Du1DN238bNDJJCMCr7",100000
"1EoqvKC7KX6T7uBCVVA23QnZcnvX63wdif",100000
"1Kw9zRZ95v9VM4gsAZ4fghrCFpaAqNAHky",100000
"1BnMVznaBdqXu4EoFyZzdJnceupoJfA9r4",4462
"18FFPsUTzH3gZRftQFF5FZcEaL9xAECQGZ",740
"36HeaURvVhDKnLEsEHCrvA9o8JsyxcWPfT",100000
"1HtckrvNNNrVL89EDP2XEpnWzMccNx4o2t",100000
"13VtqKC5oj2NLxpSCU67bSEYWV1vUaaGfh",100000
"1A6SJoWavoNVQDHzhDF2JjtBHqJUB9fi4S",100000
"1F4LViFNnNEqwV3HGW3nWgsURxPnyMxoCA",100000
"154117oz5JvtXs8Zekt3MufdTCRkCW2rp1",13013
"1P7jKEmoEFk7AmKg5Aq8Dhxv9Ars1SeEtK",433448
"17aKg2FjjqN9SmdLTm24pRLttcJNty9nv8",93438
"1JUF3RZisMoVpDn92N19oebwXCUNPn6w95",410000
"1FCJ14cXZnmwuqtWcD3yS9J4wZm3grNx5M",3980
"1PXGUfBD3UV1XZnx4fBGNCRJbHcsYJs8yi",64215
"1FHbqvJLkRHthCFa5Nbo6AESBFmnkk2CPf",2215
"1JuqFYeecVnFrh6N128N729Z41qF5Cniy3",2002
"19vSzUqVmgqmoZrdQ4HNxWbkrs2LqBKXoW",2754
"1ErpYreMoRy6owiHPLvLMQrzWkQFL6oWzh",3288
"13Y8ic717SHKqxDYdAtsD1KkzCzDTQPRZh",242940
"1DdDsjGPqJGtPfEFwP5szKGm1kuynsZ7a3",18842
"1AMjrEUWLq6i6xhB6qLueSz2p6imXrNdvr",14346
"1JiMivr6QzYjyHuh9Ln1dK4i3MLNhFMhJ6",7590
"14p4N7jkZf44gP3o2WEMaTYGTY8SgxRKdt",1199750
"1Afd8GbwPmCiBtwmyAZBWxrVFzD4WfSHV4",52620
"17AGyVnLvRFBTz8HqQt14YZps9bhdBMRej",33204
"1A3WxC4SbE7UnGbVneC3d6BLMyhZVqT7Cu",10000
"1F9EJDboXwUotAoEKurMaaAZNvKxjdxqmd",600
"1QKtk3yC82NtRjzm51zjw5vcRYmNRbiD9E",600
"16AtYBHr6GxrEjcwoyiHGw4qbPdZ9Zv9fe",28394
"1GV2UhzTDoNdkceUVnuent4cxdoDmSAN1H",600
"1LZxDgjRRh9BEhicRKxPHRUbVBtrL43S9Q",78809
"1HhjhDnpah1h5d6JBb7fio5GTVnLVUsKvS",7496
"1LQe5E5zeAz7DHCu2KuYLcJBaafgGnRB1V",10000
"1BKULWU5LyKH3DSQxLM9KbjpZjx6JxLNFi",23995
"1NyySE2rNxXwMi3hDb7muSXsJLND5bXHka",49741
"1FbzTLJLDbtW4mAZ1UxiSWSgVao9pkXPW2",33833
"1NVGRp5dubMej5ngTt8GthPBKy4JtMdNVX",38820
"12VBmGRooSNXwof1mF8b77Xogq5FWJk6ML",2425401
"189qQoaiSbeLyksrUkHHB3za57jhXPbLE6",121435
"1JW1mfPWzAx8PZS6eW5CyyFjSJDeVm19NJ",1501
"12XzpMcFQU3DMkK44Tidbs5wo7pN5T85Lm",18917
"1LgURnKDSd1EFudPPYU23DZVoZyX2hpR4v",412879
"1EKZhnFhY2hQX13M43UM2NiLDMwxGAfKqh",13932
"15EB7JTsjDs6dq4JfZ9t8LMpm9Bqj75W4A",1772
"3G1x5ZpFbbjGF1QkBq21CBB4F2CrL1SXgr",4157
"17s4xUxpGFHoZ2wGgG2T7RW56aZhZjCe34",3011
"1P2kafwndgs1fUFwkv3kH1dofMPven7XEQ",86261
"1HNAZnadPgo37Y9ikdRUpR9EBn9bNWhuvU",49288
"17SbxYzFCXZM4MG3i4gunpTGuF4zHwBH8Q",34825
"1MKSex82fbRhxKW4xbp662J8FjuC2krzr2",18819
"12d8Skvud4jCE8N6L9KDtYffiYCnj9gtCM",2236
"1Cy5mFJw8UgR7MrHEdPSD1TJrCt4LuDrYz",199435815
"1Bf8t9cBqT6RZgC17mWYvm7XS4gUojDZE6",611
"1K8S1LtGevyjuHTNGFujEuQBph8Enu8fpg",13730
"13fBhhxS4iuBU5bhdP3g5a42vjqA3rExAq",254870
"123vJ8ot7v6rgiacg6uMkVjbyAhK6j51rt",206150
"1B4cuUyDiULVFeJ6CZWipASNFEKgveFhyQ",16956
"3NtgdwvcYZvRkuS2pyMHsNxiBWyBq4JL5E",484200
"3PipBCGGqkHKkccuTfVAgV3Wmj2YTJpwwU",484800
"3LdMZTR78rnTzfH6d2HKMCeuGZsrgPsDVB",1250000
"1Jx1v1dBHCTWaYhFtoPe9LdGYnsGb8A4eU",6634101
"1UobWR4VaJ7hehrjTp1jXewac9irWinFz",246866
"3FZQqospPteoAgp9RyXqRWwfBCXedP5VDH",8586
"1AFcEnCLAdCZVShjDAeYqqYjzv4mv8BEo2",16040
"1KvhEgoBcttgtkV6FCuJFre2LiND3PYmif",3264879
"1MYzzLSj9CNhDzxbpakA8ULdVLmYfBCKHg",4370
"1LKk57sC8v6z66bHM24bYEzkftu6ziQNxB",3110
"1BYx34vLHS49RnrHBo3anHoEyeeRhFkvkP",2472
