"recipient","value"
"15PwhnPXLMvL5BMCvcRowYgwkpoJJvJ8oG",406096
"13hcQpRxeL5BeXfaqCCn8PTFj3Jyjc4CdW",13003
"1KdgcoY97RVRxypc1mixGLLqQmLSHjMNDf",200000
"1KAvwz4bGfJuNTiKqtUg6k3vgQThQzHvm4",6780
"1Eqij3D6FmpYNMn4BQcab1o4q3vpZH5kWU",32805618
"145AseJY5cMjcZrNRfmxp2JsGr2BcFtwzf",2970000
"1APiz8XADETMcHj6aLKM9xeRZ6RaDo6Enn",13343
"1M6VqCuVVvHjdcdYujPpfytuhE4WMfhMFs",4000
"12ygPxLP4xrivSj4RpSeGazGJYdWhd1efs",10815
"355VS8PmKTNfFptoJLTyZgXFyj5JqfkiP3",733689
"1NU3QEEj92anwnhp8Y9gkevTTFojoEuKwJ",25338000
"145AseJY5cMjcZrNRfmxp2JsGr2BcFtwzf",25200000
"142TGFJmHiHHT7nbuChV3EoAWcKiFtJwWB",5504
"3CYkAxKzNq3GSYrHov4RBHkzMLYSstJCJ4",15045
"1GP6AcQuA1xHo8aFpW3kgu77ha5aSvjsap",16948291
"1zqwXcaZXAAmr9U1BS4fsjnf4fWtPLpBk",18193
"3CMAAppoBjADvuVR4bxs6W1F81RBSJqipe",105100
"3DY2fTcpWSWWusGegpQPR9g4XNoBAEPwvv",103199
"3GeHaGf6Zjmw76kTSzXvY3ijKzdAZ1hZWb",318496
"3MHVrrBgSHJTyfVMJAYWEymZbJgQuR4Fdh",774077
"3Qa1wQh9RG91q71oDFG7DiYNBn6N9BSyus",180000
"3GX4HKoJxN3BXBHXPMCkr79H1AVijj4jX4",90000
"3GvaPQirEiw4uS6xsTtHNv2v1KHzidANGp",90000
"3HYGNddRGJJXF791tSbWcTtTGKbYonWUVN",90000
"1Jj1Xu5vfMh4MvKywdW2J7fo9xKDQAaQKk",13000
"1BDNUkHLZiFLUi7bHBHit4WGASR5MPHW98",16500
"1GvcLG5ApFozuV2UGD7wDLPsbSB6p9yQLp",15650
"15V7FvjqUkVLr7h778f9JdWpMJuQMwEp9T",12611
"3HAbTpXNYK5P1dEFzxWXPVcdbU631mwugU",94300
"d-db03a93cdff3a5c92ef1285562fcb96d",0
"1N2ycYuAq45Qs5WA6WF24TJyj5YBZVk68q",5430
"d-4ba62558bcbe394158b69feab4e9a522",0
"1426vtNjzeifzw9JERbxGBhH7D91Pf1NpL",386661
"3DgDtEpViLtiitirNbwHQ2dwAswzrmzv5Q",659956
"d-bc077b444a8e9b6a14db1e2ed3f853b8",0
