"recipient","value"
"1AWUFwbPjuByPc8nQrjVqwCs31KnK7rz3a",19354
"d-b1ba315e57d2a9439d0c12e502dc11d4",0
"1K6UJ7XEFy4AfJdYov6ZyiMhCJtWQq8Mjg",199196959
"18v3opdsuoNVHjnG6i3PPmZMMjb3Uoivox",13200
"1LvXPGDpMX6U6i1v6iWZgAv8RJuJFygFY9",14720
"38Cqa8DGbQax8y9MY2RKzcRgSZAPcJKof9",16783
"19mksKCyJoD2oF7JMxjRX9QhRwytfMeJUP",16611
"1FiAaa36myu2DqphRuRpuuQ1gJr8xuFXcc",100000
"19itkpnXrNTNrobba2cZKYPsJtakU6Rn33",15614
"1GyYi8HnuJLeLD7JHxjMkWPyk6T2NEyszj",10350
"1F4XsX39iM7Qp497GFJf9a1EepgjCogNkT",497500
"1Gz7WnupjVC6jPMc7VerS3a8XXok4eE6kT",4733400
"1xquvS1xR7B9kXCRhbVG5DDWcqgLYvGdw",20000
"1B19qTxc4SriVAsjynWMLXqqc2j2BmDrvP",100000
"1EDhb7ktuxpwXimcFYfcaR62waX43KYwg",12600
"d-5d539c05134f3b4823b32cb6841f151e",0
"3NyFum87tvFgq9zUv4QU3L8gZU3KYhTSqk",169300
"1CCEjioJwrcohZrPY8ZLRXwBWZrHs8C9Wx",13950
"38Ybmwf594mW8tit5EpSQnuHpVHBHwVQU4",70000
"3CMaEs8LcHYN3Pt4ec48ADquNnW6ocACez",50000
"39BTx6aAhB47PrrjxSAXRpHZ7VFVR5SQNT",100000
"1FYWbJC3KR2KA6WX1UkwTa6RuQCVbsMTWj",50033
"39HoKYHsAu5MERD8CeigbuvJJmiPsss91k",228188
"3N1RQyWdeMtgi3cLYuWdVaaTWfgSc5Mr98",489069
"36ryxYqKuKH4eu7A6rrFssoWPtSmH533Aq",576270
"3MdKZnA3YpGzo42fYU16B38QvYobwip53e",41098
"3GW7MPjoZ8jmCEgGVRY6cXTUM3nEPeZAnF",40500
"3MCmJJEyv2MgCPCPSFeV5743gUovKestxu",163713
"3CMaEs8LcHYN3Pt4ec48ADquNnW6ocACez",50000
"3HWUuqhiHKmmBFSN8tavqJSf7CLz6UcUo1",280600
"3CgBrKHDLrSDpdBG1cASBbprtWFMR8P2T4",105900
"3HyMSnMemiFnLz7RRkZNhSkua1cefuRvcT",58887
"1HQRfhnjcCw6aB1RK8uUGAd9a4AUuz8fNq",6112
"19oEKAwovauMjf6ZQWtHccQxR2e1whjpNi",1000033
"d-601e94f45045c109e787c445c7a8c57c",0
"d-2b591b0f72ebc3b41097607a820c8e85",0
"d-0c3c928ba8cffc0aee515c8f77eeda4d",0
"d-30bac61d04b256152b5937f683855bc4",0
"16bUaCr6bh1gmPgsvMaDmBLKWQtJGLde6s",1000000
"12sA48kd36pPuDYuC1Nv8PQpuxkzGSSYWf",1000000
"1C9iyYFgahCzqTTHMwt8kFoQYfwrAc45K9",29563
"d-6e8e829739c81ba8d632316eb6dbef94",0
"3MjKmUDCQKqZk8gPdVQf8DokpDC6ToAkVs",20000
"3K4QdUyU9e5Jw2f8q6Lz2GNanRaZuvV6og",20000
"3GyHhh55Wu68STfRdU8cKN3cc2YjWsqCVj",20000
"3MjKmUDCQKqZk8gPdVQf8DokpDC6ToAkVs",20000
"3MjKmUDCQKqZk8gPdVQf8DokpDC6ToAkVs",20000
"1DdgcqjNn1GEWKjSCJtJUUXJzXYq2bzNWE",12501400
"1Nmveog4t8GswX7BLWk9uVUwQNB7wNS8ej",18200
"14i5upB1eoBJcgafhM54EbGCZbDAYWTPqR",17338
"161QGRancoShU2fHj1qFxFMyPm7Rwk4Kj6",5148
"1DpBX3fBXXtcoiyWheviC1BGx64TpEs2u5",22200
"1AMaS8M2mgaU4uCty4FqBZL5VdxmLco5Hu",9300
"16iaeUwssEoRYwpUs1hw9XDrBc3qPRAxDi",22220
"1M4EyCXSfPLkHQDUxKSqWrQ3YN9UY1Sqtg",7173
"1Jab8uCqbZMNwZYkKuqa4WXm8DjysrmjMa",5706
"34US69jvXTceBheJuk3u62XZFxJwn94VB5",13100
"1DtQgZdeDUR3goAxEq5o4joH38qEHo3o5k",12421
"188vyHVp8u2PY5eLBqSXkxz1GUXUjCoU2A",5400
"1PWS3QhBy3ZTYed1kKSKYLHpKDUaqrz8NX",8041
"15V1W3VHHDr5GrrKX5cGUMiLPGDMyLJMhW",16109
"1BQ57EfCaz6UdZKi6CrCAbhud3jabXJbZF",16314
"1F3nkFcYoKutC9qCVzSf7utejPD5yZTirg",3515
"1EhzczkdxxstmzpFLwCGBxN2zjdgxrYHw4",21800
