"recipient","value"
"1G4wUpb8T3C6EWnyjADi6QW55i4sYmvV8F",5000000
"1HSxNtG1jVEbQHZjNxqr4GeUX9uydSxYaW",5000000000
"13o5Rvf7NwyPh6WxHSJ3xDcQa6mbruasDq",5000000
"13fPdvCtLkcPTEr9xYkjyUwmjvixWZkp6G",5000000000
"1GmDXBx9jAARGxHcS8SWZoxQtw2EwW5X45",5000000000
"12AmTWDtjfziKBatMr346mBg9uee6fdi9h",5000000
"15nzNkGf1P9vnHuo9qfjHY9JW5hwxxdM7w",9000000
"1PbqvZhWAwAoGBuP2DWT3hGv8RPfUMbbxA",5000000
"1MovxYkF9sfuguxNJLfZAUDmv7mBJkdURb",5000000
"156vomDexbwwkN9E4ibGmWLkQ3ES9pXsdZ",5000000
"15U1ZeqTyPMkQ69QbqmSwioQEwshXUMK38",5000000
"18r4B9z5jwcVpHBjmsDgP2X7e8kregswEq",5000000
"122rxukXTgue8AkzzXtUecLpsaF3BfmgUj",5000000
"16i5kXFVuwDDZAFVqc27EufggEHt9uf4JU",5000000000
"1BFEY86UFp83jWZLmFKPjmBpKxQDGA1uRw",5000000
"12eifhhxGV6cUfUw3xmSk74DApYvJP7dbB",2000000
"17N73vpc9qvbh34UvDmmxffLJxN5mR5G7g",5000000
"18NTbeWnvByKryQABj18RdU4fHiraF24mX",5000000
"1Es7MgP4Sggaokex8YADZyp3j3Q52aYmEr",5000000000
"1Bbhc7r7FKe1XsNAKHMPL8QTvd861iqwAm",5000000
"1QHQmUd7jmB6aZsteKaRkqUg7RpAFugggY",5000000
"12fJWW12X9Xgso7Sk8U4iQDWVYgv8VAUFh",5000000
"1JnhgoSEuXUCigV6xx56QGBRSiEAtKgBRx",5000000
"1HTNRUaH87dpeA9MdKqS2DVvy1xcm4dpx5",5000000
"1GjJA47gW7TSFNW7bzSLiGHRzb3HxidxsC",5000000
"1HTNRUaH87dpeA9MdKqS2DVvy1xcm4dpx5",5000000000
"1G1RGhqrRWfPQdJUpfLFFWQZdK23ge7x5c",5000000
"14fmcXc9wamfnkXwN6r5e4zVCB2VSAWL5M",5000000
"1QKH2TbvnqnN3Z6DBaQTyZFBFLs7eegoVj",5000000
"1NBtw5W8AMsumeUAWQf9raLh3mnv5cw5Pi",5000000
"1JEGydaw2TaPZpBsDbdvwpzNkwVja1AKSA",5000000
"19eShcNUJuSFus464utE5QLSRw6nuYVzb7",5000000
"1ZhKkzRLLfpNGNHf8qDDH7uRZtaMue7tR",3000000
"1NBtw5W8AMsumeUAWQf9raLh3mnv5cw5Pi",5000000
"1NCMwzNicpPwFgiGVmUnP3Rh6Nuo89SDZN",5000000
"1BxemCBntMmGfD9xak5Sa6KUid3GTAU3Ka",55000000
"19u69TbHpbSBKjWgmXxYWLHU9fADdLp29h",5000000000
"17EybygjKKJ3nUfGRXxcGBs3HQt7AP2reX",5000000000
"1ZhKkzRLLfpNGNHf8qDDH7uRZtaMue7tR",2000000
"15nzNkGf1P9vnHuo9qfjHY9JW5hwxxdM7w",10000000
"16JUFBpZqDQyZvitXq8vtPvLBqMkpFycj5",5000000
"1MoEmqauVGjtubE14v9byGx2YmcE5WP37j",5000000
"1KxLdUX1RT4VsbkQc4Hv7zaoRQaDusVNjL",5000000
"1ZhKkzRLLfpNGNHf8qDDH7uRZtaMue7tR",2000000
"15nzNkGf1P9vnHuo9qfjHY9JW5hwxxdM7w",9000000
"16qJimDrS3JJzsHfzyE2EsBeozuXExh7MG",5000000
"1Q5r6Mwx7A99VmbcPZAqoCBxzDuXxtX4UV",5000000
"1EZdfWNEa4RJSeCHYRnDnuGhLxqEpz4SHC",5000000
"192z8dUWUmZT8sdhumuPLDWbzcQFSCB71P",3000000
"1PhxLohsHDGq2xSeNTHj61gvXLNQXyZuCt",5000000000
"1BxskXyCTSTWBMbYEGn2vAHDHmhhnhoTgE",5000000
"1HoLe3zYqTGhkMn3YWkJQLXQEHknTxqVyc",5000000
"1NBtw5W8AMsumeUAWQf9raLh3mnv5cw5Pi",5000000
"1CBmrUBiC2YvbSmcZPGTHK6WoaVFin49oL",5000000
"142rrnqGg2ANoLHv3UPCs61wr3Mijq7ipH",5000000000
"1NBtw5W8AMsumeUAWQf9raLh3mnv5cw5Pi",5000000
"1GN8g7j5TJ9jXPooCwRQdSUZEBpjFmtWnz",5000000
"13PF6xwXUuoK4VnV7jArkKD5rHqLZZEWfF",5000000
"1NBtw5W8AMsumeUAWQf9raLh3mnv5cw5Pi",5000000
"1A18MYDvhLJEe8eYVCWstyv1rwJDrGKmmj",5000000000
"1KSFB7h1Xxr7uYxRrWCRf2t67r9gbobLmF",5000000
"1QBegoH7GHBrYRpF18j9tU6Vb1xe61hm9g",5000000
"1GGAHnRsWTaqEhVZrhpQ3N414N8BLbSDUY",5000000
"1ByFcBCXwTEUMnPnsqcsfGPyLJNJomUjTM",5000000
"192z8dUWUmZT8sdhumuPLDWbzcQFSCB71P",6000000
"1NqkPzHCs6u8G2gJF4A4qED1v1aNTP9qPo",5000000
"19AjFUUgn3bAo2u6xvnJFLG1wapHN1NLEj",7000000
"1BEUKb88T6duap9SNJ8WPjBtV4ZkwJeM91",5000000
"1Nm7sEWYWQzvg1suHPiwJhX65BJZgEscyp",5000000
"16W7kYGnbkBmrfJXmMTG64TTYEcoM7Yi5T",5000000
"177RkNRcT2PwR71P3fV4iBB1xz433q1g4U",5000000
"1NG1anaDTcZN4YBz7jSgZaKQXM7RhFAoPD",5000000
"1M8XjGPwTQmWACdvBZ4rhYZgpaa5xrFEji",5000000000
"18xbpbxybeLJY3334d7gyZPk8uHgtS9ASn",5000000
"1K8e3X7VDkoBRwGEgBqcitEERQx1vDRNti",5000000000
"1GDhCuqe8dSKryH5wVwe1ieiMK9h3M7jmt",1000000
"1Cpn3nyW58ahMqM6dDGznibcJkTL8qFvya",20000000
"1MzMjv6Dq3drdC2DPVfT5rnMMgennpxub3",5000000000
"1UZvG5T9kwscwUoG9kN657EajZPwLLqCs",5000000
"16f44XUR1rd9T4FGzyVtd8o6u1rXKGfFrH",5000000
"1PNrQsA7vv6UL4KAnRJhyGEPXz4NqtkRts",5000000
"1EiFSxGd4GDxEQsFGUgsJcaVLydfZ4377T",5000000
"1ELQNFf2TUwKRh6QraSbHe7okazJrKeyoP",5000000
"1MvFf19ZtPYBZeGWPeRacEoFzscBnKqKnZ",5000000
"1EFFM5GpnHBdHzngvitk8rCdb3qynfprhv",5000000
"198DADenxH6g2MdKfMhHB3AtUyNR8qLm1p",405000000
"1HSwTKRxSUtcnUbYCEEtW1uZNRxNaFQ3GZ",5000000
"1DhfGi7YnPaJPQKBZRrLhFhiHJmYXHypLw",5000000000
"1J6ZAPuYvsRrD8TFz48fxzJdACN6J6yB99",5000000
"1Fbe4niA4iSVw47FzeCZfM2C35XyAcGXVr",5000000000
"15nzNkGf1P9vnHuo9qfjHY9JW5hwxxdM7w",6000000
"18pegA1zDp3avcqtFYcvbrsPbcavDGmaLn",5000000
"1D1rrq7Maf7rFD1qs7UdMyWzi89aTBY1fQ",5000000
"1A7JXQBKkvf3whfR7NUTp232vijHZzCZCG",10000000000
"1LnsEaTHnaNb3aqUQD1NxCgyjPAHcfStaK",5000000
"1FtDCqSUSpHv3hGp6QEr7HoEix7Qkx9Q2H",5000000
"1HRu92C1ASWejcU66Ac12FwKMZQXL4AAcg",5000000000
"13Q8TCJqLQ8tfL7rhoa16PmgQrBTjkZ26i",1000000
"12Xd8BeDwXiniaUnabY6tDXgdekzJtWPgS",5000000
"1Jew8g3BWM7RmQQfQvbuEL5LT7F4R3o5eA",5000000000
"1H3nuzUn2MeDnJ5UJjyqyMGnRoCCpXWN6W",5000000000
"18x1Z7bmCACttMNkXRKJN35WH8FUFFbUZ8",5000000000
"1GAXFZRCJUYLo1i6H2HR7cBMJSS4HGArUj",5000000000
"19sZ7EZ1srjykzcppfS3kKLie7CawtF2xA",1400000000
"14zGXNVx9sBFQTnWJuuNGEoMpcceKArziy",5000000000
"15nzNkGf1P9vnHuo9qfjHY9JW5hwxxdM7w",5000000
"16JRtgW9F5HgnVseEHBPuGg55mELH4TXXm",5000000
"1Ep8TuKXB6WsKHTaVykUbAT3nfLb5iCrYc",5000000
"13SAku2x3e3CEibRw5bDqCZu8XHzQd2JZu",5000000
"14r589bzivQZycDHxomYSESHCzGW2usSPq",5000000000
"1NAXzMB6HSUFsSGwhFgXcxYEqGuYaxwc9y",5000000
"1uQY3YNq5TA8oixDDr8KyMqmSqGN8dms4",5000000000
"1L44ue5ydnqJp4ovg7WB4Zw3rbfdiyWwTN",5000000
"12xUGL3S8SUcPvZGFPb461RHq6TJyGuwzj",1000000
"15nzNkGf1P9vnHuo9qfjHY9JW5hwxxdM7w",5000000
"16MmJT8VqW465GEyckWae547jKVfMB14P8",12000000
"1Ju6vdT1yzKpaRmtUDUgTf9fVfT4KQcPKP",5000000
"1MnkPxpfDx2Qq9Nkuuf4QDveeTwushokSs",5000000
