"recipient","value"
"16cyajEjV3UXUF1wVBYWFh6BpVKcuJS8RC",853631
"3Ko7q2JJofK3ACqmxPTonE9YnYQ2WkkTM1",20797
"38EQMpUW8623Jkhf7xiARTarTaSAnX9xdU",1488564
"1AofmRCTVLTFULFg8Cy5XkEQ9yiPxrJwWd",8591
"16Wk5zbByXBHBw8TFiMvnDjc3Vbi6EcQSi",29258181
"19umhxTBJy24uS3FSWAsvfgm913deeeBFf",20358181
"147MdEifLCaPzx4Cyxprnjkc8SRy9i32hi",33857962
"1Fsn8dkwvRX69Bw3cc2cWHDa31MBfEm2vM",957962
"1Q1buUELyTNqPZz9Rqq6pzzkBg9hP54p8w",1455900
"18Ny3F1UxMVP9A9GJ9LRbQEYegommRtfsk",2102100
"1Ddbi3djZfKbaPncgWTkpfY8XW2fCmRpr2",50000
"1G5qzz1KnXxYAp1EAuYDDi9sSFksUKFCtu",476500
"1FBj1M8hM1L4F3V1CcESfM9M1WzVctJvD3",6769900
"1aTdXpv2JtJx6YQG1q9F6biVex1JnqnWz",34546
"16BY89tiu7JyqZVvhpH1gEbrmzKgSwxTqR",38844
"1MBLDsbxjcpZEFdeh8c7odbCjj5hssY8yE",23419
"1CPLjNPw9q8jEDdPM6JXkTuB9ZSRHub1J1",161943959
"1aTdXpv2JtJx6YQG1q9F6biVex1JnqnWz",39021
"186LvwM5n8GWF7u6j1PjabP18o115eJTBJ",418500
"1FPKLmYrc9psW8P6dv6qBZ1SXkhxueiY6",11055
"13GwdXZnBUg4RQgQRUTTrBJaZiLPetS76v",10635660
"1P9Kd5st47XxGkgHWrR1tZr6vxP7V4i9TV",4999
"1DhUWeLuyGSJpxswYRKpugTxPwbwZwWHiD",28616
"14C8G43mwxFNTk1Yu7z63wnqBeVPTakL4U",80822100
"13wz5ct8vwj4oYm4UveAudsF6hLdPiBhcC",13117
"1AVQdaD6LLyxXLLwo5owuxK1zzCtBJPmVh",21172
"1CSdoiGT4JF1AXX3Zsmy2xahLbejU2YPqV",14343
"1Lob9Ha7qNW8yiDkY2S2nZiTXXxePpfKAA",13470000
"1GDFCopA4qCsW4UYkSYm5hoyYEXaKK5tDR",50000
"18vrKsLa4MYGQ9mEPv3uUtobHW5QiDCgae",377600
"1JvdyzcKxTDksaYcJGSPYSVzautRWYGUMP",24150
"1Jh87eLwnAMSK8iuHdnKm8r4DSEB3G9axQ",80741600
"3KypNbZfuaWmxRmDqDFRH8dfjJ2mQohaHp",100000
"1EfLcBiG2PsJ7ndSUFgVXGAbVrTzx8pLkY",194700
"1Nbm2BfwiodNAJN5HQVfpwFM2vqNkisgW4",790200
"1GYJEU4mX33Fa9Wuw4Yc8ZZWFQ1wFVXr9s",30583
"1LNJj9LBy1ZXzxkVE9vzMZLJ9MpxpTS492",18123
"12oUC1WRCY3iDR1qD4Hnomqar3dbqxpt4G",153102
"14SiUBdo8xAuVDhnpyNzszKg5grE91h5tR",14517
"1LQCtaGJyF1VWYcEVTfcz8KMeEaj77QbEA",241000
"1CxyKEXQvt5WRcUmm5g4c7xp5Lb8Zsmbgj",2728500
"122o1FzFY2LiZtfyYhTbL3sgLxTYh8oC8n",6578
"3BMEXkq3mjTcP4S7b3phppsr5GY8YwHRSQ",99800000
"19YyDRXD9CVfT6EG6rMfdo9k8JEwbx6u92",23308
"1DwmXwjNfFgdzA9yvwGPcu6kfv3znGBN7n",3000
"d-fa9658f1db2d4ff695542b43501b4896",0
"31vDLwTmcYgcnvhmzbvWKb8NhEnWDbRqy2",3000
"1Fuw3849T8uFMdyndrVi4YDGYXwxMLENT6",41801
"1Df3FQbY9X4GBXCA5xtCyZ3RvvkzwGQUM",2675
"1JJ5pyJgWci6a9AYWPvHr2g6Vquj3udinf",13600
"17Th1f99S1Uez3sePRVWDGf73tz9ngV82A",65077
"16E6FtPJwdFkzAv1JvgEYNibpSMAbD4vgN",384712
"1KDp4vxzmT34SFgZfsqnTBLVWBZthV1F4L",33330
"1PmBNYz9bUq5z1sYbzjd6eQtu7BNHbMJAC",1258733791
"19ZhT3wMN2sKMFYtJwGRZjdez7DM4xtuAD",397900
"1LgURnKDSd1EFudPPYU23DZVoZyX2hpR4v",326130
"1NSytoEh7sq4UGSh1fSCmFQxzET6xVeE23",1510000
"1Hxw1yyU9f2wqVB7vd8q6HdUaWnYTMhW8W",1672
"1AdpeYqMCbUbimCZ2bV1uH3wuNVH5KymbZ",120296
"1BKhhsEoiPVeFzE5iYHLJtjv89MXYwNZQV",12902554
"17dey8P2Qtqj55HNnwkkGnBqdEm9nWUAgT",28034
"16pmqE2cmHYB2pjeF6mN17LBAZ1BjY2ZFs",6918
"14jHSSUEgtus9C8bv1ZREPFUfTBuqcSd88",4844968
"1EgNctiZH26omDV9fahFCb9ScRLJ3sgdjC",235000
