"recipient","value"
"1qpFh2ufLsccGaUWwKGTQq3zKw3JtSMMv",5000
"1LxqbVdLHYfXEDmWcHDcmM6kQpjUupDHLg",350000
"d-0b7767b2b156a7d9d149c594aa90db7d",0
"1DcvDrGyCALg4o1Yc1XQnfST1QQwSDHuRX",2049224
"13U5D3CdcwbaHCEZeCwxY4aTm4D4jjx4Bi",750
"1HxK4WqaCYEFxcZiey4BUHmhadZyiLp4uu",750
"1PkUEHoAZSUoPVDYZjwXmxrHPYoMP6nGQU",750
"1Q2j3K9XTcuLtW77ujdD17qQ3ZVo1aJUHk",750
"1K5J1CyzMwjrAk2vomRB7Q9xSQif1Za1om",5000
"16aVoJXqmuQmMHNRHMMm9aqfecYrYpJAKT",5000
"1NdPjBaWU3bFpcjRApEFA7LzRJcAZGSQdf",5000
"1CsTvm1mhoCLPTYScNByBT3nKa8ozvkgaL",6342
"1Dj8GeoRavqqyTVCNjQeXnQGEZKeY9dVHN",2007
"14JCdsNQZ2RsjLsGf97C8cbSeVh7CRXR92",702
"3A1GymoyNtEC7MF811R8N3ythnygz9P6TK",16000
"1i6riM5fCQssPhPR2Uszm2nzyZ3Xc8h82",750
"18K7dYKQjLxu4Pg5keT9YB8kyE8XnyKAZF",750
"1CeXnq4buV3xh89yvU8GK7ZGcAnmn1Totf",2779
"1CeXnq4buV3xh89yvU8GK7ZGcAnmn1Totf",2781
"1CeXnq4buV3xh89yvU8GK7ZGcAnmn1Totf",2781
"1CeXnq4buV3xh89yvU8GK7ZGcAnmn1Totf",7948
"1MxGSdSRMw9mEiyqk4V7rA41ZEfoWhWxnj",100203
"3Autgdbbab3zfwf7nZCdGc39FZ7t8GAm7B",143584
"15FBkV26RPxRM5ZcjE1sdoyE32G5SQbGY7",5000
"15FBkV26RPxRM5ZcjE1sdoyE32G5SQbGY7",5000
"1GKBAayyCZEeWSGzAS26VaAJrZLxcbaMNL",5000
"17a7uaNNFJKngNp3ghFpEfSNeTXRQsckBd",5000
"1EPKVpJrdo1fsvbRbvgoFgVAUaGP6GD7fK",5000
"1GKBAayyCZEeWSGzAS26VaAJrZLxcbaMNL",5000
"16aVoJXqmuQmMHNRHMMm9aqfecYrYpJAKT",5000
"1GgCG4Vx3TQAT7MS7yNJW79XevZuAphmYn",5000
"1GKBAayyCZEeWSGzAS26VaAJrZLxcbaMNL",5000
"19rTgnNBdbp68kED9Lz9oHC1f76MDCa1nF",5000
"1K5J1CyzMwjrAk2vomRB7Q9xSQif1Za1om",5000
"1NdPjBaWU3bFpcjRApEFA7LzRJcAZGSQdf",5000
"1Fm5KJiEnsdGXsa1kfyfXQTD4nZ14oqaRY",5000
"1GgCG4Vx3TQAT7MS7yNJW79XevZuAphmYn",5000
"1EPKVpJrdo1fsvbRbvgoFgVAUaGP6GD7fK",5000
"1NdPjBaWU3bFpcjRApEFA7LzRJcAZGSQdf",5000
"16aVoJXqmuQmMHNRHMMm9aqfecYrYpJAKT",5000
"1qpFh2ufLsccGaUWwKGTQq3zKw3JtSMMv",5000
"19AJuEd5VHaJMRyw134HohgJUeKsSummhg",5000
"19rTgnNBdbp68kED9Lz9oHC1f76MDCa1nF",5000
"1Fm5KJiEnsdGXsa1kfyfXQTD4nZ14oqaRY",5000
"1K5J1CyzMwjrAk2vomRB7Q9xSQif1Za1om",5000
"1qpFh2ufLsccGaUWwKGTQq3zKw3JtSMMv",5000
"17a7uaNNFJKngNp3ghFpEfSNeTXRQsckBd",5000
"1EgVGhJyxC4vhAC2YkkVq9zU3k99AzUmLu",5000
"19AJuEd5VHaJMRyw134HohgJUeKsSummhg",5000
"15FBkV26RPxRM5ZcjE1sdoyE32G5SQbGY7",5000
"1Gs6VFJ4G4aNJ6wbPE7tRqintTdKsMtWU2",2000
"1KQpJeD7sd9Rk9aqBdToD3ULYkK6NgyeF",17968
"14di8N1UGgFZeeJqMo6cx297FRPy1gdcvY",100000
"19ZWfDfcf2p3dd4VWWKbyTJ7ZX61oiukkA",4698900
"1EXoDusjGwvnjZUyKkxZ4UHEf77z6A5S4P",546
"d-0e9deef32abfc454392d21725f9defef",0
"1EXoDusjGwvnjZUyKkxZ4UHEf77z6A5S4P",546
"1BdvTvDAiJ8gAiVo2nr2c8zA5xzNHGcoy",6042
"13s9XVPTQdzm6EtdBWkUHAv6rqTvdUHt6Y",6400
"1GDVe7SrmfTtHBk8VPT1jdyR1T47NSDFuA",6944
"18rgiYerZqUvqKJvARum74Jtx6fzub7gBQ",6880
"1pMuea6vcrwRTodZZdJoXrvRHF2NLN2mw",10000
"1LZqBfxuEZmYEHqiMeUWoQFHb3GPb7VHf6",12144
"17U3qh5cpK1cLDNNExKr1ZK9CqS1bUan6A",11984
"3QC1jbwgYPZShdwdeKwVrWHckxePnPfKBa",80000
"378DPbfkSgxdNaE7Tn6bFyWsfCW8Bz9Xhd",92976
"1F2oqeQtSe53z4R3db5KWJDdTrAoA6UztQ",118111
"136BSuJLV8QxE8d66vjXikXKM7z3ARYMRS",19882
"13eoSTaTgGeaYKjgFgseNdREtphszsoPck",282831
"1FZzqJWXPJmSQAmnYpeQgxC4YAYBGEkX21",6200
"33hBjfjDtd7sK6EqEbTiFCzbt3AoEdHseY",2591
"3BRgZ3MKktfVgbwnE8SwHzhZfcMRTtLJ7k",100038
"m-1f44321957630cd8e6eb25ee87db8c5c",7800
"m-528ab2f6be18e31223ad3805f265f629",7800
"m-37130e18a7626fdf98c12c0c4bd7446e",7800
"15oLg54sKWXqCvVYEUAF1nEvzskTJQM6Uz",6100
"121qAjZCz9M2gZpwFYBch2ToZKM6hFryyY",1000000
"1EsWtL5QE2c6M3VW9ye3ymAPSuN43raB8n",300000
"1C1v6vKKSNyREneZEe7pgY9oJCc83bSUaE",50000
"1963AN88h1qPEuJsJn8kGUAT3FpwWN2BF7",23355
"16xLQELciZTW9oQ9eLwzefDHfdZHCQqEWU",1016000
"1BpQWJ9yhfFrQYDV6janCqnc9Hab8dkQSc",68993
"m-29764191940cf5869f2fbec503671843",7800
"m-c47e8c941d4d64e20f8e32bc43e48eda",7800
"d-b83ede271883a50b323b1409f60a2622",0
"1EYfMXsnSy1RWV4tT6tajj7GumvwKcWJZP",198208
"3Autgdbbab3zfwf7nZCdGc39FZ7t8GAm7B",44753
"1oiTdorQasANjCEVYUpgbtvmZF9aM2U2W",111624
"d-adf1f85b6a7ba4a89873e57ca9e45e76",0
"1GbHvVUApYpnxujFpWx5Z4A54q4uDV3xjb",4442876
"19kY5YUHhQ6x7QdMEM1M7Hua4aZugmeqax",53000
"326gerHX7Dk5HRMNFm6p4kbPTEyz2yZh8n",5000
"3FgrECYbyUdd1ifhgzsvaChJZEcnodhhBk",42600
"1E97mxGAojsH8n61SUEQVXYsKwRFsaEZof",98390
"1B1pskwqTgsSLFk4JLdkMBtUxkdBDTHarc",16651
"3G6E9W45mPeG7AGSU6dJJiqiZMmWaopsBY",16576
"194qmtNQkWoKoqDf9wzd9JQRiz8R1r5mtB",35000
"1QDqSGZi79zfUUdbDqdUYYtXNBwk1bRerb",202621
"13TvEexF4AMHfCyAdyV2fQpYRFhU1feswp",5000
"144ghDWxnCkdE8UTw5iBrsgSVfQzow9SWW",150000
"1K7gYNdGEV6jic9Ugfijktyf647fK2yqvT",33973
"3QF2vtDtUCFDX67P4Y6vWRzS1mW2KBZBfn",58368
"3FgrECYbyUdd1ifhgzsvaChJZEcnodhhBk",79237
"d-675a4481bb2492f2631274ef3caa5a60",0
"1J82igKmt7gXtdQeTfUj9uN99tSjUSRhFz",21156
"39GD8zNY5uKN4XMjWpd8x82RyvPPJsPFL8",30000
"12kHj7QV2zZJFYPAuHvKTAogPkeqxHtQrF",100000
"1K3LDMuGsF53U8fVAZE9ZziWRxecWvKaN",2601104
"1LznMtCXs7uQmbPAP1sduoJseMhjeTbKPN",6000
"1GB11cBrc6LmqSKyUihsX9r4yz441JC7S6",0
"3FrR1EdWT3Escd9NmdykdQU8jxoTvvW91U",750
"19mTViEvHJs7FXARNv3xBKqj7qoLfFDDg4",750
"1Fxc1yD14Na5gKVrNpYAY3zrq8wgcpx7qr",750
"15s6zmBh4QZf922cM7tzcHdzGdxVTCAzBT",750
"1QAEMN5CxacdFU81s8TLueRp7ytQ5mE1zQ",750
"32zmBCPEFuua7dDQrqD2HkHBtCQDTpiGMj",750
"1PmFLvvL857ZywPUnEH1Evs9PBnFaBqde2",750
"3KbJcBhMwaj8YzFCMmrNwDbaWZ3qeySCLZ",750
"1PiCp4xyPqyP1Z3VbFFwc12t5D1ynNZ7Jz",750
"1MS1evqbSXtvzn3WczD4xe29K8htfoF9UD",1000
"1NdTrF5z4ZpaRG27A7YB8zwGQWuFSspg84",1000
"1HibDmwu8wfBQstY83kdoQ286Upvvzw7SR",1000
"1AFifzZyxKr4zHPzKkX8Wi1amQd4zjmpYA",1000
"15MGVhH8t5CXuKi7gPkCPFH1Z1Xo6oE2H2",1000
"16toSJaP2dYPwrZ6ckyveZyASjevB7KasT",1000
"3LEYiB5sRbUfkeh4WEjqkm234QSYAyTh4S",1000
"3MAETdSQd57R9FcGUbZhb5cXrCndLtTfg1",1000
"33JomgFCHNiRA5vKsqnYTrhUnnzMAbhd7Y",1000
"33RM4MtTzwT3zho2p3f57pfzy7W9dobMR5",1000
"1JLN7h2N1TLD7eUBxHJi6qWjcL3MrAPRfv",6213
"1FTHVh5CdteD9py6YMT8kkzVEwggR4DX54",7948
"1qpFh2ufLsccGaUWwKGTQq3zKw3JtSMMv",5000
"1Fm5KJiEnsdGXsa1kfyfXQTD4nZ14oqaRY",5000
"1Fm5KJiEnsdGXsa1kfyfXQTD4nZ14oqaRY",5000
"1Fm5KJiEnsdGXsa1kfyfXQTD4nZ14oqaRY",5000
"1GgCG4Vx3TQAT7MS7yNJW79XevZuAphmYn",5000
"19AJuEd5VHaJMRyw134HohgJUeKsSummhg",5000
"19AJuEd5VHaJMRyw134HohgJUeKsSummhg",5000
"17a7uaNNFJKngNp3ghFpEfSNeTXRQsckBd",5000
"1K5J1CyzMwjrAk2vomRB7Q9xSQif1Za1om",5000
"1HsfuA1axEjLU6BpPqvWCSennujjDUTPQT",5000
"1GKBAayyCZEeWSGzAS26VaAJrZLxcbaMNL",5000
"1K5J1CyzMwjrAk2vomRB7Q9xSQif1Za1om",5000
"1K5J1CyzMwjrAk2vomRB7Q9xSQif1Za1om",5000
"17a7uaNNFJKngNp3ghFpEfSNeTXRQsckBd",5000
"1NdPjBaWU3bFpcjRApEFA7LzRJcAZGSQdf",5000
"17zyLnePGHMdTEnKL2Wi5h2T4BXcnnLH28",2782
"16aVoJXqmuQmMHNRHMMm9aqfecYrYpJAKT",5000
"1NdPjBaWU3bFpcjRApEFA7LzRJcAZGSQdf",5000
"1NdPjBaWU3bFpcjRApEFA7LzRJcAZGSQdf",5000
"1NdPjBaWU3bFpcjRApEFA7LzRJcAZGSQdf",5000
"16aVoJXqmuQmMHNRHMMm9aqfecYrYpJAKT",5000
"16aVoJXqmuQmMHNRHMMm9aqfecYrYpJAKT",5000
"19AJuEd5VHaJMRyw134HohgJUeKsSummhg",5000
"19rTgnNBdbp68kED9Lz9oHC1f76MDCa1nF",5000
"1EPKVpJrdo1fsvbRbvgoFgVAUaGP6GD7fK",5000
"1EPKVpJrdo1fsvbRbvgoFgVAUaGP6GD7fK",5000
"16aVoJXqmuQmMHNRHMMm9aqfecYrYpJAKT",5000
"1EPKVpJrdo1fsvbRbvgoFgVAUaGP6GD7fK",5000
"15FBkV26RPxRM5ZcjE1sdoyE32G5SQbGY7",5000
"1GKBAayyCZEeWSGzAS26VaAJrZLxcbaMNL",5000
"1GKBAayyCZEeWSGzAS26VaAJrZLxcbaMNL",5000
"1K5J1CyzMwjrAk2vomRB7Q9xSQif1Za1om",5000
"19rTgnNBdbp68kED9Lz9oHC1f76MDCa1nF",5000
"1EPKVpJrdo1fsvbRbvgoFgVAUaGP6GD7fK",5000
"15FBkV26RPxRM5ZcjE1sdoyE32G5SQbGY7",5000
"15FBkV26RPxRM5ZcjE1sdoyE32G5SQbGY7",5000
"1GKBAayyCZEeWSGzAS26VaAJrZLxcbaMNL",5000
"17zyLnePGHMdTEnKL2Wi5h2T4BXcnnLH28",2782
"1GgCG4Vx3TQAT7MS7yNJW79XevZuAphmYn",5000
"19AJuEd5VHaJMRyw134HohgJUeKsSummhg",5000
"1Fm5KJiEnsdGXsa1kfyfXQTD4nZ14oqaRY",5000
"19rTgnNBdbp68kED9Lz9oHC1f76MDCa1nF",5000
"19rTgnNBdbp68kED9Lz9oHC1f76MDCa1nF",5000
"1qpFh2ufLsccGaUWwKGTQq3zKw3JtSMMv",5000
"1GgCG4Vx3TQAT7MS7yNJW79XevZuAphmYn",5000
"1qpFh2ufLsccGaUWwKGTQq3zKw3JtSMMv",5000
"1NdPjBaWU3bFpcjRApEFA7LzRJcAZGSQdf",5000
"1EPKVpJrdo1fsvbRbvgoFgVAUaGP6GD7fK",5000
"17a7uaNNFJKngNp3ghFpEfSNeTXRQsckBd",5000
"1qpFh2ufLsccGaUWwKGTQq3zKw3JtSMMv",5000
"1qpFh2ufLsccGaUWwKGTQq3zKw3JtSMMv",5000
"1Fm5KJiEnsdGXsa1kfyfXQTD4nZ14oqaRY",5000
"19rTgnNBdbp68kED9Lz9oHC1f76MDCa1nF",5000
"17a7uaNNFJKngNp3ghFpEfSNeTXRQsckBd",5000
"17a7uaNNFJKngNp3ghFpEfSNeTXRQsckBd",5000
"1GgCG4Vx3TQAT7MS7yNJW79XevZuAphmYn",5000
"1GgCG4Vx3TQAT7MS7yNJW79XevZuAphmYn",5000
"15FBkV26RPxRM5ZcjE1sdoyE32G5SQbGY7",5000
"19AJuEd5VHaJMRyw134HohgJUeKsSummhg",5000
"1EmyAumgZdGUU1hphM6PpP2NmhbT7v7Mdm",1272
"1FfcAkw25wKiK6pdAJVGudN4i5wjxASiJt",70000
"1FP7Upu5jRY6FBbE2ryQPGo3LrDU1EfizG",9000
"189gbND2LtsYwjpE7rdRan5oT3Eetca4Jv",2649609
"18QLjoKYvww9kv9H8NPycXUcikzJU6FKoi",51099
"1PFvy1Vdi5TEvAAobjdfAiKKuWP1EdGokG",15000
"181wr5bh7gW32E2TPjNkByvzR1cu3q5Wyv",179148
"1JvcmAAD5Ez2vjfQiuGTziXHA4xS6kh8JA",5461
"3AWzKeKhBqTu1ZCEsWkiyotscX4337UbQH",95500
"162qCXPUB4gVnJJR4EshCTZnmA99buWmkE",6087
"1Me1UXNYv9LUsNcvHfYtsCcyarA8ts6XoA",3381259
"1BDGSH5Lo77cWfkXhGQ3vvNhzWv7kg8HiA",363336
"1DwmS4FZAsM4ttwNeCyLfqKNt74mD8E5xZ",10000000
"1LnWzSpvXb7eehpNWhRDMGreVAskwHd1CP",10000000
"1BnNxZv913qYtAyAk8SjjAThumfi9CWwaf",10000000
"1AENU9pBYVSR6a1iBQHUaGAkv4vKZfGuJE",10000000
"1MMAsX53tFPwZrrtWQkaeJWQnpc8ZRRCTP",6016
"1DQbpnP1nEMARqeDFVb477jMsd46PGZNVW",6066
"1QKVfx2WR5anzeyDXtFZ1mKJLwXzXcDHjt",6312
"17UhKNU8qArp1JZsMehJDhYppuV3AaURNr",6488
"1BhNvMsfh13yF4nQhEvMLUAxB5jpqU4jr8",6720
"1DBwY9DW4cxkYn5wEhd1RVKHRorVV1U2N1",500000
"m-3406f2a57d06bff8e281f82f9a910660",7800
"14c48ySJYoDXpnqpjLY837rvf8kDGM6NKV",6300
