"recipient","value"
"m-cdb83ea4454b126307376030d743cb0e",780
"m-00173ac4ae2818f0d6fd7417f5df722e",780
"1CHABTCsWGp25zjfDWjYrhejgP5V97Zv9r",1000
"m-42c4784785127d17611a41df386261b9",780
"m-3da149aa827d13ef5b93365c12838f93",780
"1CHABTCsWGp25zjfDWjYrhejgP5V97Zv9r",1000
"1ER52tMapG9yMhWUUW63ABsstQC7K92SUv",4759800
"1CZAZwZ9W8QpKJ8umUeV9a7dG8HN8chZop",100000
"1E8PxeUyRoagVdGP5kNLEMx53qmHFYqVF7",6115
"1HqH6Ehc6zXo8w2UHGdU9vSX84F9P2Xndv",6197
"1Pw4v7WeAowfFhXw7mpJYjwYix9MzAQTjK",6240
"32HCoBYgKf38sAHM234Kvbz9p87krst9Jp",6400
"1LXLW74g73jq7X1Tuz3eLgCM5Q18c4briP",6570
"1NizTHSyVYPEDDPN6cuo1cK3JqnWf2dAQk",6930
"1EfcayvF5FqVqm61onjfAk3yN7FZrWxVPa",7029
"1JUPzwQ1MzRF2krMJuqcR5h5gKUTPEuK5X",600000
"14ExNWShh24YU7BdVjgwaVjHnRNavAnsqo",1443
"1NRBfHYyhUb5J5TSrriNi5MwM2BdFib3Ha",50000
"1MCrRW26FrPBYFcgW8KEkoRNm82NhTEn2e",1000000000
"m-dbe2f3bd611e5db4c5e867679adfa273",7799
"m-66e5687bc9db513a6ff4da3f7701c2cb",7799
"m-436cf3c31d160750772eead6a3f44d00",7799
"13DWaNfGkYxPJfqycYFoaSW1AuSaEH1hBz",20000000
"1NWvSj7oSwGGNUQPZt51SKoyr6fdxZFWxe",26000
"1QmVDmv83AGjuksNCdbHHKAXfQgzsgA6J",569683
"1DpdwSQ2GKVRo2DJiiiRi937ToLBLp3pnT",26961
"d-37eb9877edd98c01ed57197d9ba81843",0
"d-5e2c2af35e100a72bd1f2ff45311e6ce",0
"13PfR1NiW1Q7sPys1VxLb9surXDC8Lv84b",579165
"1MhQDPhJWEjZk2JLoiE5tnaq4qdugNsiyd",29516
"1NEYAyozpQKWSkFcbT2Xd57JVCw6sAnYtc",5187
"1EohMFTwhZdNdQoJqcuRkxHqTH58smENSm",32448
"1Nq8WUNd7bNwbpfuzRCyK1TKoRY4R7rBYg",526938
"1KHKdorWPskBy63GrW5CHHxvXyitTyc2wY",602600
"1PhzoHkk499LnbSQJVBfu3ZHfeKrpDf3VK",10000
"1yQ9khMu8grrbtfe3dNQ3qoonadVatJad",2106194
"13nMLeeJWyUEo8ZCFCcUgcg1V36CY1FMAY",10000
"1KPiyUSr7xAvT96D8rfxzpRXyFK4r3tpYm",11084606
"1PX56ZaQAQKhSA7FQVNgWNExx8oagWBXqA",9150
"m-3ea4748f127f0598b36901fb7740f337",780
"m-004a0b570caf51dca7eab4c4e43c0fc7",780
"1CHABTCsWGp25zjfDWjYrhejgP5V97Zv9r",1000
"1BarterBRRsaNi7CiEvTTtHv2Z95Upkj5v",102172
"15D7FkTZ9ivvnRBhx5u6YFq1xpTNbDfAHX",10066
"1LqAiuTSK2KjXtibL8iZA4DEQhGL4MjjX3",16182
"1CcwZLz126Wax5uma4fdmWeTcJi4Cv994z",10028
"1238VNSqqTykgJvgtuJXvC6RDAG3Ke6Qer",10009
"1KM2aVKHsqjBBhkXYz9NTASXAH7JCb4DQ2",24368926
"15f8ybuyeNzHC5MMMEKuezbQ1S9H5YQeZN",990000
"1H3Li7owK2voQxXUtNW2hsaJZZdfaygAob",95777
"m-ac9cd5da25930bd78ed370b5782cb68d",7800
"m-1450eedaa9a36b90a90bd949bf3e260e",7800
"m-7682e91bfc4bcee2e0349d1e17c986e8",7800
"m-680dfb81d2836861eb930e0395834d45",7800
"39ogEgP2UnrA7QDSRo7JHmqTcZBW4t5jRm",8023
"1B5b9dre9E9PfppeyFsK7DNPhC3CYLuNMT",1400068
"1EJ8VFMKf81nr7dnWxgM7yJscrq4QNHJhJ",100052
"1Niis21m9Mdn6tGYQxzZZLhgRHrNs5evV2",292187
"1P1GUvtNum9TEhN3EehMydz1kjv45ofSj2",959637
"17zXRCCn7cJG8MyCbi6gN7QHrrKQHYLW8r",396237
"1CQmgCd4o5M22ayzswoz1V719VX1QzTUZF",10000
"1JEzAU6yUasPikTd3xX5cLWsWfiE2Sf5nT",80049
"16JharEiu3fbiSVRoKpQZzQmzFFSACvKkU",329980000
"162t3dpDWqkb3s1LqnRWh4uuNVdq7JCVzQ",100000
"m-9a82f325105e27b84047dfa299bc36ea",780
"m-cad659e744a52b5af51db5bd5ddbf392",780
"1CHABTCsWGp25zjfDWjYrhejgP5V97Zv9r",1000
"m-c78b3a258eee10c592ca116b72295fa3",780
"m-4d0488151cedcc20b334c17b51da8a3c",780
"1CHABTCsWGp25zjfDWjYrhejgP5V97Zv9r",1000
"m-1ab97a2b96506da2d8881ef5e351256f",780
"m-1db9029ffc1783642c110bcc038827cd",780
"1CHABTCsWGp25zjfDWjYrhejgP5V97Zv9r",1000
"m-a4449b8a7f2e0ccf0052bdd97f824d51",2500
"m-69f42be44c04881b858db8054b289592",2500
"1NRy4DLoji2EWvYB94cLtoyk72QQXD9Nmd",2079398
"1G6t12NaR7LeE4bZhxAMPKVU9Y2ZmdsXYc",6355763
"1PhWa4QgS3cM1sLp4qyc9n3bL9t6Uc5G3W",10025798
"1JYJJwSaUADGETvxoKWYkDUPbQos3Ed2jS",13293796
"17qExnheGpSVytqBqbDC7bXRBmLShmRaux",6016
"1Kv6E23YDh7MFBTPm11sn9XdP4Mencuod7",6072
"1o4C5iNPoco6sj63W3ccyHMGkyqq8z1Lb",6111
"1K3R3e3ap7YYacVHbxUENmFPvtd1eSzVio",7066
"14RXyt77wtSyktQyox63yGk7gTRXKU3Gnu",6645
"1Kn99L5yrtVdHHt5giWi2YTkYE1d3jRvBo",6926
"19ME9LZzu63nDXa62xaMWY4FwoL3biXtsX",7065
"17RpxxDFDoWXRKsnh4KwyxdEvDBJtjcQ18",7656
"1EXWu8xwm9VRqELwuQnH1BjeHNHMTHx8S",2316
"14XX6h7M1KdCTgWmZPdJZaxJfd26sC3Azb",71384
"1HFoNuRSj4LSV1SZrkFtyJY8tLjyg1wR2c",13558
"m-397c1c58d6ad5908872d2f5a1421364b",7800
"m-7d608f255d162a4665a6ad70df85a16a",7800
"1JyJ9iaGm7cJnwvF8dH97y5QSZ1VxyyJ5S",675676
"15oG4sj3uX3mmYpGWfuNBVePMiaPUfdLQt",2190000
"1EgfnwPwkg4tfYsxUDSYisvVQgjPgc8Ud",21092
"1BJ3icC8EmP1DUD4uAjdGfhGdPa1MmfgUc",10000
"1PPZXmxnrCXJZ7L4p1kLqfCtVxK4nKttpq",1444948
"1GQdsVoAYRTdTnhLDPF1APV8u4WUuxzeuo",90000
"1KjZwh9jD5eveZ1WDqznXiU5jQFYB3BRWt",1882
"1Cr4v64zE27WCE5ERVCzbiRugvndo73nKY",941000
"1FX4qzTvwrzy83mcAtiR78ypfBeJT8pRxD",1159603
"16NLsRnojkWguF1xRgPT9p6jSGG42tZoNK",4587262
"1DsodMg8cB8LXZcGouBYenSUnJG23C4Lud",2016300
"15zKRf58GJraMiR2HZHkoeYxgXFMYDCRPm",2352000
"1MTkGwKVmAmsvF2Amyhff3F87Jbrm3qJ5s",2497749
"1G6t12NaR7LeE4bZhxAMPKVU9Y2ZmdsXYc",6412058
"m-dbe2f3bd611e5db4c5e867679adfa273",7799
"m-66e5687bc9db513a6ff4da3f7701c2cb",7799
"m-cb25a520188358af6c4c9d1967f3b7e7",7799
"1HdCsUKw4Sec34YjKhqbcjc2iaP5oCdkWD",19523
"1Ptn1uCSaUpsD1F98oo7mTq9JzfchbczNv",10557
"m-cbc25bdfeb0d2e5679c1182efb89dfc5",780
"m-16f4a2a7ebb4715ab870a003d1e91b79",780
"1CHABTCsWGp25zjfDWjYrhejgP5V97Zv9r",1000
"m-4c83dbed1fbae5b6262759e948b4cd34",780
"m-2c3e509d916c821354488f57230d6e03",780
