"recipient","value"
"13LAUdPnuyQLmmiz7p2KhyE2eVySS7FvV2",1
"15oBwnTMYArQ3EuGBR8d8ZzfemKDooiGPb",1
"1FJeUtxqWZSCCTKcChdkVQY2da14d679o5",1
"1HZzUcPDtAfV4i9q1wh9xSEusP9M5iHrAB",1
"1J4gEjXcDumEFwWgZmeRQR9dTvqnDXpwr3",1
"142qDMbbsbWqZDJZtFSdxtj58zyorHWCBZ",1
"1FDKDEEpF6KsYg3FcmY6xHRKjz7k31wFMC",1000000
"1JrMdE9cxArhGRcgidUXQTCCeecDGZE942",625000000
"178jbx5sYuFb8KFSnHYk6uk3dLUaf6kARH",460000000
"1GKFKmurz7cqsg31Mbvi4BUpegAjbWX4Sz",204079
"1DLKB87FjUsZDX4qKt8Ze6aUg1J2X3fd3K",1
"12zY7Dz4PYvpjuLbuv6jkHV4BtzAcNbdL1",1
"12QbiWTFzjqBMW4VhRbTeJQPfdVpgG9bHA",1
"1Km6af4oh6zFMGctRTXgY1urb7sgXmRLWb",3913565
"1B2fXiGMAMJAwtGSmXcAUCAuZ2iFJzd6XN",1000000
"18njpcACgCS1Zcnczgn9CQTMT9rE4U7uGz",4000000
"112RbH7NyrNtW7L77qZCaWZV2T3FC83ppx",4000000
"1EVn4yS4mXiLjPRbpGwDago6ZLLhBZoNU9",1
"1AmpJqjEmR6Dq2NXmXkTMjJfJprMc6PEiG",1
"1BJVZUy1odx9Q69ZkPEejaomRnvKnKahjF",1
"1C17LsLvRthMKPNQcDWu8VPRQfd8GkXoPM",1
"1F41pxrj2djAwuawrMQ3vrdwRhs8ky1tUj",1
"16Ktym7WCB4jbjDqc6tLALRbJmvyA2egu8",1
"1PZ5Amoj7nkNU4kQfdGshp4DRQqbYMoQLH",1
"1NfKj42ZnziFZ4R85A1o3VPJBJh5p9mSmH",1
"1LZuzaxqytbQ9YGRmziJZvP9aw3u7Z1HKH",1
"1NeFvTbB4LnFZqYN8wD6hsokeVe2aFnv2W",1
"1KAZvjh1xNsfbRRMgZkh67Q1ebhcRqrxEN",1
"12RSeDA7E8SXQ4BFyvBpmox62i47XFs2TR",1
"13mJogGazFMDryf9uUDj36y6u5UkCG5gbU",1
"1EenKpsgHYmkKJyFdCwhxntERzoenJ62oD",1
"1upTLcwc9yVm6S7MKULX7N4n1jY4hDeLV",1
"1K8e2PhTqgWcVyoB1sAQn9wG7UvoNHbhja",1
"1MtGw4QvBkRTKC7CyDZTbmLrtweQUXvDP7",1
"1CjoFQjrSt4jAcK98drDDJKhJNBt6eJgqX",1
"1DjWQR2aWtw9MC31Zi1HoGUMMDbLA89xLC",1
"1CJBpZqpLrD4YV3pzP9Kn3SKQFStNgMHMF",10000
"1CCz9WxErnnFL8oDJcFhw7ZLB1J39jMpye",10000
"18vxMXgSpCFqr4PQmFQ4kV4DPmEEyHKKJL",10000
