"recipient","value"
"12eD26HtFRC5MJfFdNt3fPkrMWciUmGnid",24000
"1JiaurBgJy9juqPNcA5NERN4zd5QH5cfhj",8000
"1LDfQUkRtX9ZNY6nUuQyPPNcyXXAMq29zt",24000
"1HvWGkrBE3XThRVgVvykufTxoSk4Q37vkq",8000
"1MAfPh7QR2RjWamjPq9aB7pPVaCdegwjVm",24000
"1991uLzgeSpEU47BE5PWeP7C7x1JRvDH1v",8000
"15QH9N4WZXTfNWWue2kSjDs4pJ3ur5FdYX",8000
"12eD26HtFRC5MJfFdNt3fPkrMWciUmGnid",8000
"1JiaurBgJy9juqPNcA5NERN4zd5QH5cfhj",16000
"12RY8G54thY5yrxxvQuwPJ9piyaVuQ39hX",24000
"1HvWGkrBE3XThRVgVvykufTxoSk4Q37vkq",8000
"15pP7PmRXGETTAWf3MvbDRWHj1mPtGeeEq",8000
"1AKdUKVMNhy1EGHRRQVViQn6UdduR4GEkZ",8000
"1991uLzgeSpEU47BE5PWeP7C7x1JRvDH1v",24000
"1CwfKifyxRh4Hobx47N9NHfJp26L5ThX29",1
"1BVxu2o9tgTnBpsauZVHGM3pjo9cactqye",1
"1Q5mRETcc9QSWZBsZCMfWzRaU7vmtLSWo6",1
"1PbCWwTzWPYqdvJD9KRBtrc9XxHaQ527Ek",1
"17ygZjgNPGb9ai86XqCficzcVc4c5qfhQr",1
"1CtbzRbGugGviCPAb5d1qQX1kkXb24o7hx",1
"15GcBZDDKwCNRu1xb6Dhqrp5e4DSqibiCN",1
"1gmByq28GGdXwTi8pCmWSj4jw5vaLEWgh",1
"12eD26HtFRC5MJfFdNt3fPkrMWciUmGnid",8000
"15QH9N4WZXTfNWWue2kSjDs4pJ3ur5FdYX",24000
"1Cc8m76A9xreXvwe3xhFHrectNK8EUqfZn",24000
"14CYZbLt4VUk8rBH8Qk2qMLhJRLY7C6SEj",8000
"1D41aGWzhiw2jvXczRXU8MDrbrTrLbdGUz",1
"1AVzx6ZCA5iZXsehchK33d3eezduJD2XqX",800000
"1G9TaLf7VaQmb7oc1Mg9VjPuZgsKrpronf",900
"1Pfsqg2T9cik9ce92wT4xoEFbw5i8R3iF6",112841
"1PoSw9fXAuNHauEBcatL9odgLwGcPe5uii",317366
"1HvWGkrBE3XThRVgVvykufTxoSk4Q37vkq",8000
"1E7XEyNguq6MdLrUpCQgksSz4P65DNEXvq",80000
"15YeVcU1JtmxxVBjZN6bGaP8eexETyARo7",8000000
"17XvU95PkpDqXAr8ieNpYzSdRDRJL55UQ8",5000000
"16ofWVGwqDVjwhV95fDUrkyqT4Bcy1Nc6G",5000000
"1KDppmod3P3fq3QGGUX8QK5Gif49FzZGRR",2000000
"169gKHCAoLwh3rgzkNM32iBbeP91CoaBKG",26000000
"16ceg4Z9VrDRd4xrp9mSC9bqfVuvztuZwT",8000000
"12SSK1HQsq6y5N5Lt3FbnaUacCSK5kgNta",2000000
"1Nah2qh8viHSy81JAgYU6XpEmNArw1T2bR",6099270
"1HwXX7Ay1BZwGGHk8qpU7FhynB7kypPXqb",108584605
"1HgH245cGwzCJmoT9i1ZrERwwrmX1tdgA8",1088020
"1M4VBwfLZ9BfeztkFNsvQgp2FuEY6PDnsC",20031233
"1Mui9PhksQRdDDJ2gHbQ7R7vcGxotFpRRo",1152091
"1GvZvyqB48xLRsMaNgYVJD3NWS3AiUxMxA",1343894
"1PgGzNnGBxRRemu6bQQW2kYm3mQfJh25GY",10058604
"14wXZn6ycpAxteK84DCFfvZQk3qDWV3VBv",380000
"19Xzhhv7pQSyFEXcgZK2rXV2v2qYSUgwTN",450000
"1PfLgFDQXadYGFkvbMM8zBkyBbpWrWa9yh",1609
"12eD26HtFRC5MJfFdNt3fPkrMWciUmGnid",24000
"1HzJn1DLchiKfjGX3qFYr39tsgNpZTh961",8000
"19Yb1tUfjb4MoUKif7bx8Lcbf8yPUh1x7B",8000
"19iCTmPND1qD1p3o2cAoaUVgdmyjFqj3Af",200000
"13pyhCLh7ZzxN44Yu5cHT54cnkTw4kGLcw",200000
"14CYZbLt4VUk8rBH8Qk2qMLhJRLY7C6SEj",24000
"1JWfcTqTbqn9fphQqe7nTB3tPwtdV5Menb",1
