"recipient","value"
"1LcVcy579pB1eMNJijw2WQbJA8CRuQMz3H",60000
"17t66wAcexhL6oLHMQ5dREXrVzCBCxPNoW",49708
"1KQAATxg6ufCMu51wJ6rU7usEPG2SG7wQ9",100000
"1LcVcy579pB1eMNJijw2WQbJA8CRuQMz3H",45000
"1LcVcy579pB1eMNJijw2WQbJA8CRuQMz3H",1390000
"1DbFgJWDaXzQrLaAy5y9XX4TqRYwALiSVR",370459
"1LcVcy579pB1eMNJijw2WQbJA8CRuQMz3H",50000
"1KBQKtPUYD8y2G3fs4FPgJozihjWMFzM89",774356
"1Mh3ZQg5arAnVjpYMshzALsrZ5PFjXaSvF",17375041
"1CA8RbqmcSurBqkjkhyQSdQKx8uMmMS9hH",123916
"1NJooPqqDZMKMSVyBZGk9c3SUT9M9Y3oNf",1000000
"1LcVcy579pB1eMNJijw2WQbJA8CRuQMz3H",170000
"15vK6GnNp2y6qbhos86qXyfJBwQvGzSoMj",23426
"16H7LnmQjVMyg6XVpBe1Qswpo2wTZeD9t6",600000
"19w9csigTQChEf53Ftf8gG1f33HokT1S2v",249839519
"1LcVcy579pB1eMNJijw2WQbJA8CRuQMz3H",390000
"1FCF1hbNKGCqvUz3H53o7mPjpJphHTpwgh",10362
"17sPfmNL3Fy2Xeo8VmJwMoyWAdraLGQ2JC",1128400
"18AUh6oEPNpdBhaEagYBiEBDTGgjEsnTen",60000
"1LcVcy579pB1eMNJijw2WQbJA8CRuQMz3H",10000
"1MbTjrQNeSoyVbUi8UEFfs2YEoZYmph95h",80000
"1Ev6Lx44s3zWWLisfzija42GPNvp4176gj",241273
"1PqEsm5mdT98EhoeLqsF16EAPHTk1ajgjH",100310
"1G6TwwZrUdDowZqfbhnXVkeLnvupfYNtio",13782270
"1GL5xqw2UxKiitndD1zJjQpDdGiuEvB2Ez",3450100
"12QazzS4yKEZNtmu8yxfKTbnMMJU2eCg2w",10000
"1KQAATxg6ufCMu51wJ6rU7usEPG2SG7wQ9",90000
"1LcVcy579pB1eMNJijw2WQbJA8CRuQMz3H",1080000
"1LcVcy579pB1eMNJijw2WQbJA8CRuQMz3H",1080000
"1KQAATxg6ufCMu51wJ6rU7usEPG2SG7wQ9",90000
"1LcVcy579pB1eMNJijw2WQbJA8CRuQMz3H",778284
"1LcVcy579pB1eMNJijw2WQbJA8CRuQMz3H",990000
"1LcVcy579pB1eMNJijw2WQbJA8CRuQMz3H",795321
"1KQAATxg6ufCMu51wJ6rU7usEPG2SG7wQ9",990000
"1LcVcy579pB1eMNJijw2WQbJA8CRuQMz3H",980000
"1LcVcy579pB1eMNJijw2WQbJA8CRuQMz3H",990000
"1A1UJqSekB3w57mgn1EauK5tjUT3w9ySCP",45000
"1GPXpbUrVK1nwEohg7oUChLiFgQk1Srk6w",8664581
"1327338JyNG8FTTgiNYZfdYa388fcPQ842",18462000
"1HNXGHCq6kuwSaiV8GXnYP27taF34qYnUr",10000
"1LcVcy579pB1eMNJijw2WQbJA8CRuQMz3H",130000
"1LcVcy579pB1eMNJijw2WQbJA8CRuQMz3H",501600
"1LcVcy579pB1eMNJijw2WQbJA8CRuQMz3H",990000
"1BeNuNypL5LtrAiCEP32KTA7SkCWt64GRR",600000
"1CRpv9VjbZ1nXdFBD7oEEQknvduhnajQfr",9948
"1PgojvknHMGj3qM8LgxXB9ERJqn9HNsq8g",95800
"1LcVcy579pB1eMNJijw2WQbJA8CRuQMz3H",990000
"12ojkQMRoKf66uQWgBC8HaojSawx6QKaqr",57000000
"12Hmn29QyuApTGCaRT1PANH5AvBYyTEzhW",10000000
"1Kz7R3oKm61gVAhc9e5EWcAT477zyzEH5z",100000000
"1KiZ2KTmydmU3FFETjTmSz7AHckTR3nJqK",70000
"1ARqYKBVBCyziKdHJC2FXL6McSC2Kri43X",3737734
"15Ep7ZEqQjC5jUEYJbiEENSWtfXSYHNoLt",45259290
"12bjbr6eDLAgpBg1ybGj4KdUrSgBK73WVC",131380000
"13bffjMfxJDrFFC9K38XN9m3RewoqTSBqR",1000000
"1GaFwNQEF3KituNRXSmEGx5UBoi7MZUWbm",1000000
"19Kzg23YyjXbgmwvPSgDsaTDbfLVUn8PGY",10002
"165k4S8cjL6wUf7BLyZsWonhh15cifEXod",405959895
"16GHiWBytvbFMcfwkDpnKcGjNUnff4cMNz",8950000
"1AevFLtU3WY6McB6gCvkExXZSEFBDhpyzS",100000
"1CounterpartyXXXXXXXXXXXXXXXUWLpVr",100000000
"13Zf4eEpCjUKvzCMyXPsn2P42qu5VuLkGo",950000
"1PbDx2TXd7LEoMsEd4CWj1YAmxzYYmEWNQ",10000
