"recipient","value"
"3KoR4knXTGwGKnuFYwqnsXZxx6WTiN6cQK",350000
"3BA15ShGRd5SSchAMGPJenQFBhMwPbxcix",231000
"3Cic74maA9XCriNVso6LPuiJdzYgRuzZzk",110000
"d-b7587a2350d936620b4b273313826884",0
"1Fo5j8iJoDEVmKJtnJAQnyoKaDSN713UF6",413703
"13tFWZHZgWyhiqjbZzXmp6rDChVgu8jtUr",129000
"d-e21c7fd407c5d3f0a02310340e833259",0
"d-0e0f6bc401db50a9b3572afbea4e6a17",0
"1P7Rn5Ucdp4wu19zfXyoKu983Ln2EESVhZ",10000
"1MWz5nuX5LHcw7NNoGmF6ZhgiTBcmxXDZQ",43550
"d-51599fcabf8853366b6ef6316a7e246c",0
"1431ReFdHWJpfRZsPt8qNwbpZxZtYA8qYF",827998
"15pnUTtmzKPuYvCuwcMqPDrNF7sqGPHZ67",176219
"1BX1n2kwRu2K1Pjpd3X945njxyrrMn2dD2",1660299
"1CnxgUDmTtEV8pCxC59c7Twm6SNzmh9EUx",10000
"16s1wgG9e5QhLqD5xbzSBv47rrPvy6St57",121880
"112C1uj5TWfVeAJPdyfosZ7ELA5fTx9VXi",9659
"14FGRkChHrjo2Sfokze9mLjPaKsa8utYQy",10000
"1JZ8pWAeUGLN7UnpZXQ74QGMT6jQKch8EM",1827210
"1CFu5C3V2opxKBD3Kao9GnZFZZdAH5Vdz4",7336
"19NeRAmtiAPXXhnSuWJSuHSxQpZHkA9kLy",830594
"1Dyxot7RfYDMhjJgW9BkmUr5Eft8QsoL2J",502791
"1BDtfT1NVnUXgK25PnchyAaxRHZnCKgFZF",2204000
"376g2VZk87uFXBqfPW2rBrLuKxdQX3R2CF",195980
"19bsNz7BYJTnvRmuoge4PjfdMkfNyxRozD",12652
"1DiDKepFiSrLeW5H2A6cChi3iQ8GUEnuTg",643
"12Un5vQDGTLsfHJTaowshXeUauFRkjmBNp",16611
"1FRQiCmVmRusuSSURUabB8YJ2qM6V5Suyh",24756
"1MFxA2QiGm3Rc8egdgzBtK112YnpMksCfK",2880
"15TuZFwHuTxniYkrmfjjeGnrMVXvDcM9p5",1356
"1Ph5AE7FHHSNPSmhJALZyat2NuD6Rw1XzG",901000
"32AN3tR8CT9HhBKTfDK2uB2zr1m7d4Pmz2",140332
"19k6KnuAFWGK5s627mc9mfMFTUhKPhoocp",10250
"19YesDh5k5J2VYwc61mx9TngL5Bdi3Qvjj",40612
"12HEuiZA2qaaPSiML73cgYR71Tx5VVwCkt",300000
"1JZQi6quzWVkNhK1C2yNnCL731ym4rwJVs",553
"1JPo2DrtMKbnYXwZMxxetY7tUsbqLo1Hhb",563143
"1K522vGWLugizWTfYFEtj2dxkE8Zrv6py8",809
"1DZLWqHVqzpJnDMZeARD5zxK6grQ6WA9Ut",881
"1K25QnByvDnNawffR3tVDsus6HftxQipKF",8115
"1Kuw3z6B2naWzCotCvKX6gEb2SjukwsRPX",22880
"125HjgD74MMJ54N7azrqdDE4jJLVfi3Qxs",6138
"1BcyutyZrzPVKjbts1fiDce5G1qVtnQCgj",3106
"1FMZn5znmuSNLyLqJ1B1SSGFroz8dd6nhH",3342
"35YLE4xhur2p2W2i4ktfLm4HHbG6uEbXxq",737508
"1N1nHhqhXzGP1NUwgrcCensMQtkXhbqhM9",41618
"1B1n4UGnQM1daq8vLcQZqVFZBFhYtWeptR",72997
"1FjcoFRxSjAWzDZ4SQbA4i7zkZJzVfNqpu",322460
"19vBfQALJhdYx6nFPCFxiADNKCJ4jYUPFJ",32373
"377PcwY6cJvaSXRnUxpkUnncNARhX47XTr",62000
"1HL1bB8viHk7NNuj5at8Z2FpRUuHV5JroK",880
"16LjUdM6RpjGCp3dyWtPepWG66WYKPkjjH",10552
