"recipient","value"
"14P7ipocdG9xiE5qu316EqAwb6a7dWuVGb",107984
"16Kb4RUCXhGs6q9Vcqqu9whQatoW8w6J49",116841
"1C373dYyV4j7mhp18FhB3Ws1U1WLpsMaKC",19388
"18NkMH2rApfX7WJDQYxMnauS8RyVA2vNZr",50000
"1MexqCsvvh1dVwEDn67oVMGME5Tpzhw3sL",2000000
"1596kBUA8p7hHHyKGcveNNfTNcTLfR7o4n",1000000
"1QGZc7XMK1MBkC2V4sLXQoECaokgi23ypU",1000000
"1A4S96oNLQr9pp9iVRAhsyjEBEVp5hrFnu",1000000
"1E7iKcG3g4Yz8rz9x3rVmyqomSfEbdTdyW",2000000
"1JwB1xb7TZMG1xxTUQoL1reBb8m7iz4dmv",10560
"17tHjJ6Qy2dPPcWsmLJsRMeF1DHiJ1SFx3",26640
"152fpn4v4tRx5tygssyiXGF4frEkmRD9Ae",28080
"1DHXwwq9KRu8K5G2doim8TwtoAEb1DM3UW",20000
"1F6Mwc5G8HoZsWJK2M2QfqZvzFDiE8eevz",27120
"1LnsJ2dhmU7rgbAR5Vd5WfWpcMhc78EKhX",20800
"1Ad2aMkaAwV4JGvQEut23BrmQmnNvhAeXk",12800
"1Dkbh7Myorje9iLgHpfaF1mycYREdxncSD",15680
"177TY2QM6Yeaqy4mu66ojDTBEF2Nnj5KRj",15200
"1Erpu1FHN1EDjqjnkgsSnzw1w22y6j9WvA",4138
"1EnbMi97XiY835Y5YiLpKqjxxdRBGd6gTy",2000
"1Mr9DJMGUhAVedtjTfXD1MPMVsELQsC5Cs",6000
"1GVMvgdrsaGL26LbjoizUTgoFvoeZWMriy",2000
"1PgWDDbR7xFfsM6eSKgsNhWaMw2KAd9xHN",2000
"1PPfWJdA6D5JmmGDFq2ixF1yatb37F4apX",2000
"19Hh7SyGThJb6SUSHmykwyXzvZ776qqBan",2000
"16qBug37r9GQfonPjGeAsS5hMujjMTQW4i",2000
"1FGhBQXo8jhMJDZ5LWqxgkAWtVWM5RexrJ",2000
"163QsWDKVDsnUJy585XgGV5JEFoRNgnBND",2004
"19sZFk65dcx5qromyMf2kiB6ZWiY8u4Fad",33
"16qBug37r9GQfonPjGeAsS5hMujjMTQW4i",2000
"1Gz5ajVFF7xAPxEtU4U7h6HGKT7FoqwtEc",408
"1EnbMi97XiY835Y5YiLpKqjxxdRBGd6gTy",44
"1MexvXEPign3ejyhMeWvU5nsFWTksuVn3f",444
"1D9RDctD77hqj7UBagbY8wAb1VzP2Y6u9k",404
"1GqZVDndUizobqPeNj8LH5j3e9V1n1SrK",2448
"1ESWxCh67F887dwdQwwLJAE6B6pBWc1mpY",2444
"1FGhBQXo8jhMJDZ5LWqxgkAWtVWM5RexrJ",2000
"195RK2kUTiNGspe9k9KdVoK4ES3gNuos4G",1500
"12ZYxd3hiHWFpJ37DxWy3wSA7u6Z5y1TWq",4284
"1A1qVrx4rWKdfaoM8WTzwTmeq72QyJZjNE",2000
"19ttBag3kYAPmFNVGdpiFoofLbAodJ8nWa",2448
"18MjktKzCJVUE7rfvTZSSCRd7wtCLB8nbg",1836
"1ECW3j7xs52xmLeGLNmFaF2Rk1oXaz886d",2000
"18E7nuHXZgrzXzpaVJdx8MLMJ4xTKK1Zbm",1500
"1No3hwE3B9PDSWPkHyHZqjDQnpFdJBtMkP",1830
"1TLcm2JW5adP78gRExKUfbUihwmuCuLwp",408
"18oc3jDBntg5fq9PMhG7ggC2KAXtHDwVre",1500
"13DzYKnmUbLotB5fjjQ9SvjPcv2S52dUQG",4
"1PbxCsPryEgQJ6yhuyCSYGhMETo2vHqxfQ",40000000
"1MTJcfZ9RKtsAHFmRgYnK6thuz4HW7x77g",1129472
"1FZoH6D2in1FGTY3o7QvBzX99AoHT3FwsP",952116
"13YKY25HHZQKDb7kGNCwNAJgtG6bsoaPTp",241263
"1Fd3zxi85a7D8hU8YfphY8XLtJeW5AuGho",1000000
"179GC6JkBfadZcd38dUxxZkukjukxGnkyW",200000
"1E9Lf7jU1KFyWupguno9dgxSp6udkGzzUH",390000
"16fEuwVaEygQnjvkhKCrnKjAZKhasYcZog",200000
"1E9Lf7jU1KFyWupguno9dgxSp6udkGzzUH",270000
"1CRhBwC58TZcaU8aKjdybQ3aN7E57x8Vra",1000000
"1AKkpmSaUW6cKH38ohEsB3gqg5tv5DUyzx",1000000
"1AwQmDpnD3qEDnJ4CqH7gPD5bqBh1sxiF1",1000000
"1E7iKcG3g4Yz8rz9x3rVmyqomSfEbdTdyW",200000
"1ArfLdgTuoeNDLrqPCM6cq7zQGrt2AjSC",1010300
"17uV1AkFL2p6MJhwaiRpZmea6K9gavKUXv",100000
"1JqdadgxgxrnbEnfvohxtaSNbHt52kVLtC",9247177
"15KWdBPAJ73eRwew3SMAP4Gd2jjB1s1cVb",2000
"1DCW8FFXjnjgRAVNcoYELMuYhZrVDCMz5m",4000
"17M1qWMEFRhqbLaMosNmTAmWDQtVUuup7J",16000
"15KWdBPAJ73eRwew3SMAP4Gd2jjB1s1cVb",15680
"1FeJpCNhdSmkX2eLHx8PppShgM1EutQ4pa",21120
"1Hfxyf21YwBq5z2g1m5ioJWnr8mwMLF8Kz",13440
"1BaBf8YGGLmvZJMkAoS3GjGtb8S1BuVRdX",11600
"1PrkThdHeyeuJUj5QzEigszgEHJvXW7xe2",18080
"19w2BaSh4wxzSwdYWeJaL5GuAmGpYzbEWt",19680
"1NixnbYkFCphrjwFcRLp9Kse1SWa6CKcmx",15200
"1DSuDqFy6mRhtMhT9WcpCqD8P4pHV9M2YK",30960
"1K4qFVvMSNA9tKkuKqcEP6tUyk8nTJbG8M",18240
"1XA1tuJqeJ2D94yvob5cVQcx6px2yGedr",12845
"14oooPvmqQ3NV7v96XDXEKpGQj67FPgrJC",11198
"1A1qVrx4rWKdfaoM8WTzwTmeq72QyJZjNE",14719
"12PAcwisBJYWH6EDMMyBtZqpNKty3RSV9o",11237
"1ByVBhFSamkQUXC8S7RNUyQ5b3fn69FoVW",11346
"1G7ZjGbRM9QeWP4AAjDRxnYP77grnFVRem",11944
"1FBAey4Gh6fRDVA2YEsAKAoq6CpGaH2tke",10122
"1QHLqJWrNijUFp3qUzoCdwTVE2Fy9yvgWe",32353
"1MehB4a4aHgqWtKkRxw2YEhuGaphMGpTJi",93206
"1A1qF6SXk8qFPQ2T37dNaYQMBoVkEB3jHF",50000000
"1A5okFdi4BUv521PGQkAzB3pdXqobHQrFN",10910000
"1PpupUCtwMAJ23LofYK1xrnp3vMssTPpsh",10500000
"14BwN3b9rbEmXYgsq8muhJFBQZtikJLzNJ",100000
"16YZPDszioY1KmEhZnsMyj28w2eXD13ud6",404967
"155Lv4jzL6Vz582AiHzpfPukRM63HX33wd",141591
"1Dadotq5m6XRMCEEQ9GuNChi9GVHqjPJah",26752
"17915m9WGgX43j29zHQyZ63p2R39z5AgvE",85821
"18bbfWxL4wZhZsbDbCsfhophF6E7dpbSg2",15904
"19EfxX6QpYK8eGYSFmVZpyWpKdPNTXFFmT",34452
"16gHZ7ozYs8xaZghh423LJkG68NiqvNP9F",380728
"148LhjDo7HyrG2Yy7JtCgyJgdLMtsJaqBf",155200
"1MYYQR8jh8YGmrebc4rceKBxHSRPddqAmU",181868
"1KQ52TRUKWVmMopMYMEEUqNnAWsVuVXpyK",19314
"1Fr5M5kF71pPPwihYgycPbx6npYsAVJwm8",150502
"1G4ZJhKgFBRqrF9gFFksS9ZwEjpNcx1kHW",25000
"1MwE7LJwEndGqHzuBqzxaKmnsDqHpjuVQ6",202277
"18Pn3DkKa3TiuMCrpn2ahHS3ef4K552DUi",23551
"1C21FniNparw2UoDaRkZW8jfnDikGWMivA",28647
"1Hot4be3ZZnkUjsr6E4fYW8a1SMmVkBd9m",102308
"1MnmGHLd96UpZQg1HjGQ4m1486qHVdk2cd",39969
"1JWUaTJbi2AGzXRmbxAoBkZ3Dqzm2R6pMY",52192
