"recipient","value"
"1D56H5NUJLfsrpWQ2tGtCkDW99YwE8k4J5",1000
"13i8kSRw5JQyBp8UtvLcbMBTGWiUTJoYPR",1317265
"m-a3f2c2dc425f1bf7551df37d9c5e86ac",7800
"16pfEuHXfxUXEmuJcEFTWjVtD8yhoXvtvk",365965
"12z6AM917DkYgrujEbnRwSvmgWpbrJj5wR",27133
"13XYpJSZUXvciSNi6AUrrbxwK1HptiHfLR",12059
"1HSkKWbhxbDid8P23qYuFDyzoA3BHuAeuX",3015
"1BeQbdTQYmDms7Ct7VqvuZT2jnuWvLYquQ",27133
"1K5mrqKB3D6BKagwQz4QvPQ9oA5YsyqfZi",6029
"1GYFzHqgCzfq5Tmjqc5f4bW1iGdwJ2vaKo",1114570
"m-98a28b36dd02afaea63850ec072d55de",7800
"113EcXm1fBFvJuM1pd4wfAAPq8Pu8DFUTs",3529450
"d-1e996a3c6a4fa56de1d24561436f4f87",0
"1MssXgVWZFfx3ySTKWbqYtuK9J136uwEHs",10000
"1MMqzfjnQWk357UXpBMHd5i4KTBZ4HH8wp",3149
"1DUadyjkGLKf26EgmogxDYJoSzos5LMueg",52086
"16z5KuCMvyFsoZLvAMk3xXPbGeWjmyMuEX",100000
"34AyQSQi7W5DtuE3kY2Z9bPCKJW5THoNR3",110000
"128NTXftWUFFij9kUJLdzxBmffD57EkCrT",1145000
"14LkZkjVtJTEk6NoyVTUEb72PcHLKeoNJH",50000
"1MLBLTx6k31CqBYHEHxi9CiauP1vZj5eLH",4077
"1PFvy1Vdi5TEvAAobjdfAiKKuWP1EdGokG",10000
"1DqmcaYraNar9uyEgVK45CHBQD3CWzoqQz",45000
"16a9SAfXoJwGAHJT8yMsTbJopErcMcZGnn",6059
"m-b954aaf7366fb594394425ccadfa71a1",7800
"1B8KjcnT6xgWyBRvuQ3hPDN2RbmD4G5AHC",1000
"m-d37066b55428c96129731958f01f31bc",7800
"m-e1d2c0d8c8ba00930b9ce1042afbff5e",7800
"37GEukbREJ3fNZgu9VrxnrCrw3bEFp91M9",100000
"1Mm4F6PthyjSzNo99ThWy1ZbUKqe5gQaig",10591
"1FecX6C2uPepXDpNDUjyKAoE9fRoxPvKWQ",10083
"1K2ab5NCWkJV82XT5vGhGznNjEFrfNNv2N",10308
"1532hVHJYeXczxj5sr1tGhNGQRrP3YasG8",10059
"1L4oFdtVe3KMTWsg9xDfuqtc7c6KKbU1Qs",10617
"14aDNC83inFeZLyQ7BWXygJGP6qDgeNxfq",10109
"19SG28gxGNRKYXgLPzuNUF6Xzq9aW6aPEz",10100
"16GU5LZo4yQM5KVCMazGU5NCXfo251r5iY",30000
"1DHon59Bmt7vJAPYZCyANZ1ghCFvmstDQT",13715420
"1Z5qzBHnzckJt4PPanUwBkxZPkk2bN9gW",47807
"1M6Azs2TBvyQYP2Ekpv3JymQvSaXJbU3qP",546
"1EXoDusjGwvnjZUyKkxZ4UHEf77z6A5S4P",546
"1Heh12qJfbsFwxCLgTTEAAHFRkVVX8mPYY",4267
"3CLqrH9c8ZR9YvvDJBzSKuubGWf7xEpXH3",6000
"1C5rdhFW1SRjytPmxrf2LBSkjBCLwHvK35",5694
"3FPz4M4NdCrAxiN8ji412etB2QtGarzyob",8694
"1K7VN7PgFfkqwSsD2TEq5TMQzu6jnv1Krs",5991
"3ALUajN8hVYqPvSKKdJapXWVcZrUpRbrmQ",299600
"38nNsNVECP4MSLxVj2g3UQjQ7FJiPrYnTE",10452
"1HukY2WXNSK61o6Jn4ts3Dv8m3VAT3N2c5",5959
"1HBGSmS4nKwFyzvxA6ZhhSk5b5mEK4bzJ4",7209
"1An6AU7T6ATLPhxecycYsBfpAJvLEUR4NT",5600
"1PKNW71WuNnsvms6565zLS5qUzw9zHAok8",7000
"31vJpPmriRuz59KWq3HP5Yx1pp7xTNg9rt",35444
"1AzaiyQ8ZMmmbonhZrfFbnm6DG6TGTPF6G",141103
"1LHRxBfn8B1mDvwAB313vDejeVgqf5HGUR",5974
"19C3iTyiTQ3RmUBE2KfTt19iK4VBMEtPvk",7406
"1CQDetyNnHzmhyDjMxtLepYLnsu5HP8R4Y",6965
"1CAQvcUEiwJ31bwzmEqLXcGCmPf8sfo8Bn",52976
"12SWM8xvtr1NoTotUtR6gEuLBkQa2Xge6E",299600
"1FGje2CN4YFpXyPDfSDL1TWt4ZdbT1GjTu",5828
"1KVW77yKSx7N9UoXqR6e99YH7HrWoeRUSi",5734
"1DPFcgwfW8oZqnTJ5TpMuezyzBepkvvnvg",9193
"d-0e9deef32abfc454392d21725f9defef",0
"1M6Azs2TBvyQYP2Ekpv3JymQvSaXJbU3qP",546
"1EXoDusjGwvnjZUyKkxZ4UHEf77z6A5S4P",546
"1EXoDusjGwvnjZUyKkxZ4UHEf77z6A5S4P",546
"m-aba731a6bd96f8edba35bd0639ec50d7",684
"1Brz3igSR4DfFFYF4Q5QHrkUf9VbnVY1v3",6060
"18nSEuybsUvERGR7zZv1mtiqLYATXLQ5Jo",6080
"18Uc9ADbRBDGheeZf1dVUTW4jfyrgPvUmo",6240
"1BJiDNNqhbG4YDX9dfenxfQbZNwSp79TKc",6296
"1AgoZHjRCqDFoD71qHtSgpsJBpDnq19FiC",6312
"16KAbgdmsoKpvCKFjw9ZM5rsB7BnPkrAx8",6320
"1P357ai2RS26WU75mKugkb2WnUHzDU8L3d",6336
"1JC1PDHuhjzAuBcKZwF2Q6s3HcrgDi9RSm",6347
"1PHg4f7uLVCXNpNr1Fac6MXXeJGPH2dELH",6388
"1KpdDyFLzeeCKWrVpos7X19XYgvmYghv1J",6511
"1HGVA9KKVpR2wZZ1SfUDU2Jwk4qV3QyWBM",6556
"14jg5smKd2jTkHppg88BdWjornvAv71iJ1",6569
"18KFXB3epNK9pvBPGDC14e4qmH7SVPmXjw",6586
"38Bmkr4jMjtv6x544DBYWpuVF7fdnvsPMh",6640
"1J6KSTGvVyyoGehWzkqtxQTTHvJe1ejStF",6640
"1CksSdnpToKJ6sdcqQKpbaeKTabQ7DmKAg",6808
"1QKphUM5SuRCvBD55MNB2oAnvwcRV6SneK",550000
"1BEYsDHXbuxb1rMfTkKEDC9aapEySdqVwS",1000005
"1kaiF8XCCAK5KSx8TH1jEqtabxdva2Fu7",601
"1N3YaHTWDdSPUvCsSobZmb2uS5s2VYQwXv",601
"1kaiF8XCCAK5KSx8TH1jEqtabxdva2Fu7",601
"d-14b99209e219d5cdb7097e78a0a25274",0
"1BGVENe6uzP8QXqfDRvrGWuJDXsNsM7dVF",6768
"3EE23ytM5z97FW2LHjTrBC3rzVFB5bvML2",6049
"1PtaoUoKF3d468mP8djFiMbzJCKEEVWcKV",6808
"158WRTkZ34aUUSBkmXqdq5hpk95jpGXJmE",6952
"1Mja5AdqNyAYeNWK3a6aRzteRyvchUGFi2",6280
"12WsanBC4n6bCGPDsdbTU6izQLtwxWQuNq",6327
