"recipient","value"
"1AXisBAZQh3e3jhuF5aauv4FQ2Sj7YCPgz",178000
"1CiejoudUyhkCyDzSV6UuaBhunMrJE83Dg",178000
"1DCfwfa9Q9HKgsPFQfMqrCtXm13dVprGzG",16430
"1M8LKkL3Q1cAcE8wGbNc6NhsDKk9QyHKUn",10000
"1G9Xm3uy4CiKkB6wEUZyJPCvCdUNXfqQSi",10000
"1H83bTnY7z8fPDSX6NjLrCwetiTjhvzhPA",10000
"1N5NoJ3EFf43UGKRtFqEUBwSQLFV56NrU2",10000
"1DTdk6pKSJKXGJRR345pQkJJUWezJWg5hd",10000
"12jPCXKJ7hQ1gK61PhQG1x3HMnqKjqtiWa",10000
"1HCV9XaefzW3duZVeoBzKBix43k3He6ZJh",10000
"3Q5pvPq7M5yS14UZEZMWLod2U8xnBA46Sn",10000
"1LseREXCH8oZvREH1U3ZxLzfDjPQAyNyR3",10000
"1KDweDGdTztqWRTvUQWqq43dRR3WvFFVe",10000
"1BmQj7eESKtghSyUYoCkLRfrrb7swHTw1f",10000
"1Nw9VrXoEqBpMQogEcdG4BuNxGgKpZBpGA",10000
"1HvnZbgHqR8SYA8J5ZGwbZ1nS29A6dxLDz",10000
"1Lc5U73bzadgHxrVYavnScokiFojCqZUcL",10000
"1C2JcWjrZ34AWLLPno5FLWi4G4pyX15qCg",10000
"12EoGjbeNHq2ijWeYGdTRmasFd3Yo6YEeG",10000
"1KbiUvTNXEZkxYR1H4hwANykb7muw5du19",10000
"1SAk8xXdmhbdr6wLf1SrgAoe3WL1n2V2F",10000
"13JTzx36Ls7q1fnVAUTDbMWDjfMbRkiF9w",10000
"17Qz9NdCu5ugMYVHJSuEApkrcjCWKhe58a",10000
"1Lwip1yzmRhwM2GSphi87Cv8BA1X6zmpcd",10000
"12kJhDV8PhVwEpML7CbTpactNR3trvxfmM",10000
"16Rnp5tDtQPh3KccyHKgLMnTRtrjeSskiM",10000
"1f4idVhtDRo9gQWkSt4SPoDRvXfvQPDAi",10000
"16N43jzShGeBnUgYohnFmSPp21v6rsAQpe",10000
"3Gvt7MenNaZX4UR9zTSKWB75PZVxYBW3yM",10000
"12fuLNhjwhN3WoxZeVwMbJFWwg8fxpibQY",10003
"18HCgdWhSgPrWLU2VojC1iZGfHEwSdVuFd",10003
"1AKbWGDgMJuLKWJD2LjoMXPXwwMCJjVnce",334019
"1NN5iYjG8XXZppAAJost5C9q2kzP3kRsEw",8000
"3EmVt1WtqedneC5ksbSRKahEYhyKFybxSj",142211
"3C5Lj6qprV3bkxPmPavcudtFwGmEEBcWfK",34785
"14Aosawuvm34QwfZDosqdA4SfDEHz2YPy5",84881
"197xywvXZHhstfLqNCuGwehjspX6nuzUmL",51112
"3CprDo9ujZZd6tJhrGUpsQjCB7MdFpfZT9",34934
"3Qoby224gw6rMJb63oGop2TwnUtZ44vfS7",448097
"36G7aa5sJ8rAdnFZoc3kqMW7Ety3qBzNkn",477663
"3HVUeRfyityuzh3wW8CZbJeYkbxxvowaL7",196965
"1Gg9EYGrJb6w8ZLAiwzxmJJ64DuZLPECTx",52468
"36BB46RQnSd7VNdnRZFRY8Ny6f6hyFe9ct",36459
"1MNWMcv53qKHzsxptvmaA1m43KZibnLTgK",59356
"1Kqb8ocNrVx66xKcYPh6zLQnUGbwvvcZ2n",50347
"3KhNGxhkJ1ti8E22BtUrRV2gg29gWdBHVP",34496
"1M7fig5h64ZD4ZDs9xEy91TAJNK44rv9x2",62124
"1EAehyKdrRSWr8f6fxa8dsS3zPd5S92THi",53553
"3Nic2MAVeMaB2T8Dm51pzaVR4aNFKv37bN",66274
"3Muo2GhKoPWcQfAKkZxmSUTXhsC2jFqv96",34058
"1ZWKcek65W9dFZHCfrRQ2QXGj3geMQgPv",35872
"3Cor22nxyXuMqKEGoJDF43MAtFMy6AjWio",36890
"3QUWNqdQXctJ16JvHmCzZ1NUQ6S8fmj4pk",43855
"18MaMvnhPn2uejRfYPGTGZtXyskau4MP59",37233
"35ix59diJdBHCkh4Wxtska4fQYYekNn5ix",34046
"19EUKn6BxqkvYJS9iuNPqR7Sh4BGi25frH",35413
"1MqKpVmFU9w75HRPMddqMA31H3wzsrEJdC",34000
"3C3KjPNroaJjg1SXz1k1UffvBcGwxKysy2",82571
"1MkCKzBT9eVn8Lio9rUYoLw6n7Zf6eT2PL",442646
"34LP2c1AciNpat8yMWY4hZp4ApprYcQ9JV",80877
"1bE6DMwjHiyHsFqtc8A7SZ2gSmo99dvV7",53292
"3553sv6PJWZBQ8EWaFQeKSK4ub3EfS1dbn",40443
"16MhwWkZX1NXCtFFdXtoNtPmzQ9QBuCibo",42560
"14bcRadd5S2NHJS2dT9XzKaYSBUq32UEwH",90192
