"recipient","value"
"12VTePRLMpw8QAJSzArCFPKR4phbaim9zz",5000000
"3GhTJKimZobhzVnrpxcBQ9rUFC3ZrZ5Rtr",20000
"16GywiQkQKneaDLhfmGrxRufJM3EHMqhCv",20921
"3Cg2S1a496qK3KSD21H7Te7tA9sggyhL9Q",20375
"3P81CbhD4U5GZmrueeem3ATS1w8iCaL9vn",96438
"3GTHUUPUFBMfekGS4PLp5MXvgL4bkeudV9",20170
"1HcvnEUpa2dY3Ts4R4PhYgDA8VFGNHAWXg",20000
"17SzHrtN5uRennhPTybmT4LXxQtwe5cueV",22996
"3JxSzhDMj3AnkDc3voY26iosMphoo2a8sY",415301
"1KwA4fS4uVuCNjCtMivE7m5ATbv93UZg8V",6580000
"166w6aPs4isRuhNJPBuEDcjt4WYWp3WCWG",90000
"3Cy1iC3m4MsZmVT7E99dLmztRvNM5b9cnK",26180
"1EZuCyXX2mfH9BdUhHipevGLyDs67RrQkV",10000
"d-992dab56ecbccab068689db0a7045a24",0
"d-0ed0a5d170277b2f475a07ef61f1df1d",0
"d-f249615db43799133d9969afc729c297",0
"d-f249615db43799133d9969afc729c297",0
"d-1b9f2e7415ca407318ee067da6ee961f",0
"d-05bbe22c4d2cc274a065415760d30fdf",0
"d-f249615db43799133d9969afc729c297",0
"d-e753c047286e6e1ad5092d565e300d98",0
"d-6926b2da8977f6213131f14bd4d9eca4",0
"3J4eAm89udVjBB1KsFno6aN9WjexCsC1fX",107000
"3A3U1AvPLXKoGUqJwg41qRfCDmkbcd8oH8",10000
"154TmUKSJwvdkTvaCJA86bFDBK873wtKCA",46484
"1GcSiXYWsBB31WH35qjB9DsLd4MwaUVmE3",10639
"1EoCzNM2wyW2ExWm5vUNgsVX9ybCUdykK5",213370
"3C7Dt2fd18zZj6ADwJJ93nTkAhb1dJ8nBB",161000
"1HsqJAjUnhPanjzUpnBxV231xKX1kGEdcQ",1290216
"1KWpm5NTcK7BtRkxUW3uWEAgkdwoFdfS5f",2176468
"3A3U1AvPLXKoGUqJwg41qRfCDmkbcd8oH8",50000
"1DATfuwPD3BUdgDCpizo3GY3uJJi5Uptim",28512
"1GVmneWYb6Lv3GWH3mx6tcsRASaxJfhvp5",10000
"1NRwsnqJoQswdBwK5TY3BQyambs4HSrPMD",20000
"1E3mXSbWbFfiDdskt6azyirwSA3FCCGJPK",25294
"1CdfJDDr4qJNykQnxgw1MDnDY4gvrBG8cn",380740
"1LWBtr4NZbyShaJCmcXVXcH7dWtWdfSPES",185129
"1PwGpMg5UCFWMkFcFw7xtNF2CP82WVyp8U",1014120
"1MssbPWingGdCAusga9yyx5MrNuaJ2bofJ",90178
"12qb43TQi3WYT5cMK4MTmnLmtL3VVwureq",15000000
"13mgf2YhNkMdyQzmpKXNVqdtcUBdmSSgFP",990000
"1Emh1uk43QDri1TGHp6TBgFTPAh57RJTCG",19000000
"1LHCjk1p6DQMuFbGds9LmpiuKcPWiXcaMW",274768
"1Pgfv2tqauNSZSzyzmZt1wQgApqhF2m2kG",50000
"1GcSiXYWsBB31WH35qjB9DsLd4MwaUVmE3",219000
"194xujhG1dPKDtBDs1g2xeixiEZupFc1H8",1000464
"1MzinZhtvEoFmkpqAPepbMqdZy3o7sSRLA",1031000
"13cvxz5zvqj1Xh5L7pTTtmauM9Zf5MtVVL",1260000
"1FuSN5tGpXRDRT4GWKcNgTwLNx6B8GkWwE",18000000
"1F7SfGhS8BZXuVHzotxfoqDyc5sj4C2SUx",3232022
"1AE6bJbqLnGs7GZ9uERLkzt2crZF8aUg64",140000
"1EfqbmmTQpVUrYZiRioLZeoRs9AW5G9QcP",1003598
"1DbguE5MCivLEZhgMPg4xGYfPXtnPtvvaL",10520
"1MM1Bca9W56wYYGuwKLsKu7ydoRuaHgywt",1005990
"3BvEYmJrbqEmQ9C8Q5XPK7JtU2uLtSHPBq",297300
"37zGUc9Mrkm1waMVSDzvRJVTaKa9eeuoG9",95200
"3Cg2S1a496qK3KSD21H7Te7tA9sggyhL9Q",26667
"37BMessP9u8V87G52aLsQ7T9pZEBDsfniy",521591
"3BGePuanUj9aj4Sx7ijBhwdp31HedyrLGJ",183387
"37zGUc9Mrkm1waMVSDzvRJVTaKa9eeuoG9",127000
"38vX8Vrd8TRZKjmYK3XL7gdSdne2Q24YyD",363555
"1ALmNaWro7uwhpdQdpLkzfXHtXavQJzvBc",737776
"1PbF88eRhMfpcjcn44z5FV5FAAbWKsz38f",23999
"1P59RUSPztPXbVutUJX5qkSSHV41GhVfd6",8642118
"114vgFxia4TC3rfmKJqGC2qSEHofkLho28",10310
"12dbZVzpiQfAaasqbGcMnH6ipcFUxyAfNE",10000
"14mipfBGx9hUYPjPF4n5wzSPVMf1w9hm9g",270100
"18gqMDx1oG2YR4pDwUQfpXbhE7pASS7LRE",77400
"18pTfAfwV3xB4NMqukANjmGMZSbKtTn6zz",13700
"1D2AJg2X5mwMKArYByYAvqWNcXWWAz5spb",1516405
"d-13d6092c1add73f5b86c358caf32b602",0
"1GFGkBUz24XL2VJumSqST7H1Nx3sALBhL8",895000
"16Vi5PcoE8tHT4cBkJfnhm8o3fzcJpHcm6",14324862
"156QDp1PV826tkVwjuLpvy5DEXB5hvYZSL",13990000
"167qkfTdzQ2pzvJeu36ZFk3cpBFb846frQ",20628081
"38FQfUfFypcLicJJmGNHii1YyHDEqFwbwa",29830
"3K5GuHLRgK9a2KfFntYDQcc66j3sYF4wmq",30458
