"recipient","value"
"14kjxBDLnLBr8X4VrdPCzLmhxJntgDsyeJ",27400
"1v36sWpB5eWLTPXtNeh1g57TqrP34KFf9",4057600
"189tadNDed9dwRYVxyZrvVPoBv6FEQ9yFh",26956000
"14SxpEVgAnywbBQhbAeLCD3MBimGqxwL8S",49390000
"16kjfJv9wye3ZTToS486RErTmZx4nd3EQP",4437
"1P43qPnW1mbVvhPgUBE8MMahcxJp97mUWm",356700000
"38B9stgGZ3BiAXyH4d7pv3kXL6TknvXQDe",385316
"33Kxo4XAPaoXoeY8aKhyp5VQa5KXKU2kuY",32862121
"1EcdSNSxn1t15dGwz1xGqqQW4D4cwUsj1V",40000
"14bz4gqotnJDBinMYmJbjZZHV4MaFsfsFe",100000
"1AL1LgtzKXBMtjCPd4DHJiL8sU2bXRMZxF",20000
"1AvoWpFzYhXPA87u4vkKgLTCbKzkD78Ce9",22000
"3PyR6FcUBWV5LDGjAg51K69Vhw9UF1wdjV",15800
"3NQ6kT7FUnhHVuEMVVF3NAakxyUTjWFqJC",1168361
"3KtVS9FtJ3TDHXGfsAgT3PJEsSDGsRFVY2",66000
"1CVTyvYZ1vmZezC62oAQhxKnKvc363yUUb",20000
"14ucU66YjKmW7nShH6dhEAKJ893bAT13WK",22000
"34CeiPsngbU4xD3ADAYGu5VW8MhZsC3b7p",20000
"1PQvLafE6UsWW92cZmwPhg59crg64HEvDn",1000060
"1JGD82nZirU3uFvx32sAn26zmL67dtEWVv",1003200
"1FpYHKTa88NsBaYqqh63msoV9MmU5Rxm5p",1000000
"17CfnM9nUTxF7ciE3qvyL7FQ1KraRXaEsv",78130
"18A3Kdx3MJLRufwdKNfGCvJWQMXWxtUwyS",10000
"1BZxfydcKUEGHPpzg2BefiWuqYKpc6JGkq",11203877
"34VThJH9K8Hr5vuwxeu9LqhQtKKErBRSLK",250000
"1PZYm84kXLhVT8Wn2DkGj8AAPzu1uWRWfj",16672
"184xvdXzFXRRVMsf9K7pDUH5VyN81UEXC2",6037
"1HC1Cspr7LiuJgCFNHmhBACHzrrah156Vq",788532
"1Gpg2s1F4VUuih265u3gsemVJhpUmguEjK",20000
"1QKbSwS6LaKoTFNvvM8k8kZAMePbFtsK5y",41014
"165kQXmjyX2ySiFKio1cgC7dUgaMT3XDzu",1208
"1BkKXF2LGnS9VxGkHF6KGtXycfTQLvwLnn",4000000
"1BkKXF2LGnS9VxGkHF6KGtXycfTQLvwLnn",300000
"1MbNN7MkJtrJTr5f5eusXP5kV3tDx2zS85",2090
"32q2bUYnQwgvZkMDdeQjdLMxm6UdLNarGs",132928
"1JxMhXbuAgrWCyQ4e8oHyraHf9S7Xgn8DX",1685
"1HYey4M7LmLa8DDhfobGKkKDiMmdoV7VvN",2265626
"35C7NXKRPRG9i1gn2Xye8a5RN6hYgvKs4z",375046
"19zPV8EkHK9evZYJKYp4Sm9a1oU3YFwNxW",50290
"1FDddj28eRqgZAusqM5fNY6JdjE1saFzvq",510068
"1P85PoBCrBGatFvV5owmyrJur8YvPKVkLv",5640
"1CnCa9VJA3sFMnQJ6b86RdwkoF6RU4DF7u",1681
"14L7EBodkjXnb88JH5MahQ5k7PuRN8hgMA",20000
"1FW91RyCKvmzvvnngvZFtoanY9VytJTk4Z",6130
"1NajrkcRLow5mJPdDDd5KXz1f6qUqLx9ZF",1501
"1JFnZy928niF3wdczo24e54rHBEYxfkAcF",229757
"1GeUY9LnDFAMoL1cD3fMERg86qeVxwwt2e",1304
"17s4KwXXGhJ7XGPBKrHFw3WcHwU4xhXtNu",35777
"1LyM94SWQTYHLwQutW8yHfpoT3jUVwG61c",24484
"1Q9fYtvzarBRny6a9krT5SufcwFEtjUAWK",80134
"1MNgVg62eGYdKHfo1rikkJXdLKTKEr6rdz",61644
"16Dvnxb4kPh3VGgu9XNNLYsMuRUmU9Y6Yo",9453
"18rKHCJwDQwtR7sppMcBAcA2nmGri1jA8n",3162
"1GnEFXD9PuG4sTLKTjy17Fhh9sNtHGAKpL",237970
"14bDR9ujjvoGXhWRLDngRpuuPxLX1CANFY",41453
"1NYcea7iQQJ1RvFyJtrw5o2ty7HGqbcghv",34685377
"1Kb1XSuA9GqrH1i9RHJ8V54ZTXyDLKR1FQ",15010
"19FVPMUGXMPnCmYZ8RwDEZ4ff5RdXwDnVS",6816
"1KCCteSd8KY7jMfXvuiCd3m2fFbZ4nD2cS",3970
"12QCLAY1snP67PV9XcRgHP9LwMhFsg37gy",26831
"1MG9nWJr54T9fHiTV7o25AxxgjgHDX7dH2",7920000
"1PMaxvE3Hyxe7EEfp3RXPh6bwUGL7nbRKD",21045
"1K6kh5GME3onPujnDneBwHBeB8vmBPyMGu",22676
"1JViriMzrnCidK4QDjpvNxJSwap3cP7dwX",121484
"17mAN29nwMmn8GcQx4wHkTiTCZpehU39mA",8470430
"123d6ipAQZGacDHAdnh4bMNWjxhKKopqVG",20000
"35ggbtoFgqynN73Xbxka4F4ikHgh6KHY3t",40000
"1FAoXGXNSDaMeGW36ckanuokQw7mmpe8nC",3530
"1sHYxv9Peh4GeYdkhW1mrMgZS2ZWQhqcJ",500000
"1PEduLn84ssj91wgXrf8jCRU2PxWTcYLcR",3530
"1PUsSHuAKPbASgqigvSDo8464qjfjTRWhc",6455
"1K464vrDxYsrE6zukkgbgn9nhLSvMAi4dq",10415
"1BiCgFRCi1mZYBvbJjujHBuaKmjfhAvhU4",14295
"14AnLePPig7Nj8zTUkEDaGfBbPJZvWs3iY",9168
"3LELjdygWaMsmsLjfpeqnFSR83f4RgVcmF",156600
"3HTLgPdyumdhjVfdSMFa4qYN8obtjMbXky",22140
"16vfcuJiE9VhuVzeWzinRUTUWSSuffCtL9",3340
"1CcmzWoaWPRhKbSuUFguA881Eyhf3icPsK",12840
"1Fa3HePAZarq4JpmrrFbKn6gFsy3YPVLEY",21092
"12ygtebJoa7ZCkhAcJEVF1e57gZ8tAu9oD",6440
"1DqqA5gUm26KogjQEVfew3Zcj9z5tG6mvf",3530
"1Gzyb9psK28PAYKWyp8f2nRv5mQP2Z5JaD",15182
"18JvMjiwP6dHEKmHF3zjWyG6j2s2mwdQmF",10440
"19GnbsdKGrcbCx8K3BwhVLhN6vp2CubX7y",21440
"1E962ADmgNm8xV6ncfChSSAaG5oGAKUcnW",16356
"1KvvuuXZpmdqSFveTHud3uhxF38CwFFpBH",34802629
"1374M5bMi4uAoT942KJMN2vaVrZEmMhPPx",3784
"1Dp3YGYyEKKqxATX2F922neHu3tos9gtz1",11500
"167SdBbZyUNf67p6sTJbseZoNPLJRRijR5",18653
"1Ds1ua1FUj5cd8Py8CMAAMuszHnP7jkcQk",16864
"1239mY3HpbfGMKGqP8wK331RJfjBp8qTwa",20300
"1FM6KESmd7MyXcEMfhGVJT73QbK8RSqnRE",32719
"3QHQ7sJTZNdb9f4ntpZi6q5hUhFL9BR5cE",13199
"17aShMZATCBqWbhzHo11NPEfrrKfuWMx2L",12032
"12pPHvm7ySfSUisR1zxYteBLEvf9JXMSao",21036
"1D44D5xopfVZjJvq2WQxBCCTZxp9h62kA2",24000
"13TCK7E1wBjki7iydT1nm27UpSWkAk2TUZ",24000
"1JYxp86Xqj7E9Dt8Buie3tHU47Qz3NpgRw",21000
"1NwapZ5BSp9C6ogoEF3grFo36hz8PFVSCa",20000
"172yGeLZeprZVKZRJjjEUikYQw2tQaHmSr",15027631
"1MrqXTksSH3aFXuiQ4J4oPqkR9q3Bm68e1",2650400
"3KFW2kjdhGpS9XuSgnLqYpkX34TXZyVftD",14863
"1Aumv8Mv4jKsJNuyD2vsymN8nL25N62zw2",5500
"3NcBvyGd9NuQPHzjAFAji4yUcDPBvJzwpe",453260000
"d-e791d7336bd0a39df5ee0bbcf7adb9c1",0
"d-e791d7336bd0a39df5ee0bbcf7adb9c1",0
"d-506ce450794c73cd45903a0920045eb2",0
"d-b9c8b2af0b789f1272729c2fe4996421",0
"d-b9c8b2af0b789f1272729c2fe4996421",0
"d-a6d4385b41a60b82a858a393c0b262ef",0
"d-a6d4385b41a60b82a858a393c0b262ef",0
"124m7CqhDHsAGwQ5pSJsmYJhBPmjzrVoyW",5500
"195PA6vYanSewijVVQkNiPzkVXLCur8JCW",6349838
"3D5SUpnBSrVUYexHoDZat65ya3a7iu2HCC",80000
"3C23sRbFvJsqi5kua7ZhHDyVq8dcuYh1Kp",120000
"3C23sRbFvJsqi5kua7ZhHDyVq8dcuYh1Kp",148800
"1KngjZdHSB2oWFBzoj8K5eumhrPJD3iRvJ",14016
"1AmB37YXtUGGm3QwsPWFXSVbuteBGCanrn",21869
"18mHiyfY9yaHq3WNb9dEFv7pjnpLfH7ZqP",4967113
