"recipient","value"
"1MXmAtyUJn3Yv6jyqjxuDcAfMD1tK6JDdQ",14213
"1tfDN2XZ9KabtdiASFfu5teAZVTi17mmW",549
"1Fwdp7sPkenE5SmRexbr1peZ3mf35zepMs",7079
"113RFG5ojKpJBuFrySjryKQczUSFWD9vFa",18768
"1NCeqpufympJCxQSusb6KYxpPiffyC6xRd",9176
"1Fzy6CA5xh3p5TFheqQXadmA1FaBSaw1u",560
"1DMFWYfubfeztus1f2z2jbhcLRuzMknQyS",18984
"1BsqE26iX4juXQfxXXPBDFhNFQftA4cfCa",19300
"1Ka8pmifX4gTSYmawYws4khsAAAC5oVMff",15339
"1PthaQh1GvzaGUWuQxv8tekjX2TKRjUKzw",1246565
"1QHWBhLCNScSn9yaRRNirKVWSE8i2Q5Nus",618283
"1NzK9H43NFGHK8vnHRdUT88ehNDnX9o9rZ",938252
"1H6vs6MUFPvUn2yP11tVJwYWE7CX2E3qn1",5259630
"13dN9qibfAQfYSiggirfzxFuPSZ5dkGX3X",752
"1E73A9XaNYEJnJvzB8gtc85jR1UCYMwCHC",556
"1BefnKEgCGcV9s41n24pq8aBVRYJvmSTKr",20710
"1HxVzbwgU8PPXDRWemmF4C7oB8AYkDXefJ",5313
"18rEFraVhdDFYcL8guFcTQrFM4zWoQniQt",548
"13i71xaMEeyW6xcqV3oGgNWmPssA7Z7bDZ",13755
"1FcSmAHxSzSfPxYsJRfRk2eEPrzdkAiZ3N",722
"3JG1Rt5RBiuLvmj9PMvojnkmiGwjQ2wowU",320000
"14xx8NNyMCwnEtpwprJk71YsgwxLEC4EpC",12752
"19GwgYcC1VVkECqd8DCYRqvLZtjNPDEokh",3607
"1JhFhMoto3fZ7FC2xRDYF3E1jVS6AgCtGT",6299
"1PdooTEhY8Kjqnt5j7YWc4Rj1u3XC5bEer",8443
"178cjXhWfQ6DP17vC1Hwp5FaF93qLg4YgE",15332
"17nUMXrukCu6XJ9ssAjzWoRm8YXPo4Nd4Z",5899
"1CVHjJMJaEwNrNAcirFHAe8rn7epfnxCzC",594
"3JQkgEQeSPQhE7uyQLX9HC6La7KrYeanAY",353347
"1CkwuZBjSMKTAVnrRX3pa1oudhdMpDvwUi",555
"13TeZYHtLxocch13BfM3k6iURPQ7KxijF4",559
"1KFoCZAEnwWRbSd5eS46RbegQHLf3ygP3s",58000
"d-5f47a732f14da19b650a82b4b375a0d7",0
"18246Q2AE9dQmCswKXF46jqKdC4uMWWFp7",8254759
"1CgkoXrUBheeY4pf5Pp8LS4CbQ9XQbb2PG",369990000
"1CV6w3gWoWfKia8MSCzBKh83fNTCVUHWCA",9990000
"1HLPdNJwExE7eLCZscyAbNGGx6PeMtT2Wm",3390000
"15fiQcdiRuJQrHggBaFevQfEcQ7ywcnGUv",100000
"3CJ52RzYeJ5n1tVEwdikuwaPPcjcfzt2dc",400000
"1Kq5ZpY1J988zfnF3KCHKT1iW6pY1y9ycU",4114886
"d-7957c4df892205cb9ff319fb8eab6e70",0
"1PZx1cHdW5t9fG5x69NFLSvXx5zoypK6Ac",21434
"15krZf4ryTxzBPA9TLJcS5BVYHKxcQopw4",7300
"1PQTAqswKN3Hhxa2XHMT8XaeUNumKAGCEh",43400
"13hNZFninnMDNkJtp6xibD5bvyD4SZPYYF",2509
"15sLU2pxkbLAGqGhP4zXnpeRs2cYcq4wYS",2510
"1PJ74AuM5XmgeZWsVZSu1zs1UeCam9wAhp",285900
"1QHtq4PjfPpNFvzEupdukTQ9uCequSCU5H",552
"15kpMRjUaSXYEBkvf5Uo6zpPJna3THEDyU",546
"13Rys5aB1uTvHtHZ1DbFYLuyS3obDpJfzS",11367
"14bAfQt3N1FJik6mzyoN1a5FPEUaf3HXPR",546
"18TdSnQRDft3yykzUgbSVxgYv3qkSognXH",5381
"134zHFqaQgPWEKWrpdZr7HPXXUcEVk4h4p",4896
"1cTAkeuSobMB3ewDAsa8HX6vN4cVLPK9u",5381
